"id"	"class_anki"	"sbs_class"	"sbs_category"	"sbs_patimokkha"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"
"64750"	""	"2"	""	""	""	""	"AN10.69"	"paṭhamakathāvatthusuttaṃ"	"nigamakathaṃ nagarakathaṃ janapadakathaṃ itthikathaṃ <b>sūra</b>kathaṃ visikhākathaṃ kumbhaṭṭhānakathaṃ pubbapetakathaṃ nānattakathaṃ lok'akkhāyikaṃ samudd'akkhāyikaṃ itibhavābhavakathaṃ iti vāti"	""	""	""	"SNP46"	"pasūrasuttaṃ
aṭṭhakavaggo 8"	"<b>sūro</b> yathā rājakhādāya puṭṭho,
abhigajjam'eti paṭisūram'icchaṃ,
yen'eva so tena palehi sūra,
pubb'eva n'atthi yadidaṃ yudhāya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64752"	""	"19"	""	""	""	""	"DN9.1"	"poṭṭhapādasuttaṃ, poṭṭhapādaparibbājakavatthu"	"itthikathaṃ <b>sūrakathaṃ</b> visikhākathaṃ kumbhaṭṭhānakathaṃ pubbapetakathaṃ nānattakathaṃ lok'akkhāyikaṃ samudd'akkhāyikaṃ itibhavābhavakathaṃ iti vā."	""	""	""	"DN2.14"	"sāmaññaphalasuttaṃ"	"gāmakathaṃ nigamakathaṃ nagarakathaṃ janapadakathaṃ itthikathaṃ <b>sūrakathaṃ</b> visikhākathaṃ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64754"	""	"11"	""	""	""	""	"AN9.11"	"sīhanādasuttaṃ"	"seyyathā'pi, bhante, usabho chinnavisāṇo <b>sūrato</b> sudanto suvinīto rathiyāya rathiyaṃ siṅghāṭakena siṅghāṭakaṃ anvāhiṇḍanto na kiñci hiṃsati pādena vā visāṇena vā"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64759"	"19"	"2"	"sn45"	"pat"	""	""	"AN10.69"	"paṭhamakathāvatthusuttaṃ"	"imesaṃ ce tumhe, bhikkhave, dasannaṃ kathāvatthūnaṃ upādāy'upādāya kathaṃ katheyyātha, imesam'pi candima<b>sūriyānaṃ</b> evaṃmah'iddhikānaṃ evaṃmah'ānubhāvānaṃ tejasā tejaṃ pariyādiyeyyātha, ko pana vādo aññatitthiyānaṃ paribbājakānan'ti!"	""	""	""	"SN48.42"	"uṇṇābhabrāhmaṇasuttaṃ"	"seyyathā'pi, bhikkhave, kūṭ'āgāre vā kūṭ'āgārasālāyaṃ vā pācīnavātapānā <b>sūriye</b> uggacchante vātapānena rasmi pavisitvā kv'āssa patiṭṭhitā'ti? pacchimāyaṃ, bhante, bhittiyan'ti."	""	""	""	"AN6.62"	"purisindriyañāṇasuttaṃ"	"seyyathā'pi vā panānanda, rattiyā paccūsasamayaṃ <b>sūriye</b> uggacchante, jāneyyāsi tvaṃ, ānanda, andhakāro antaradhāyissati, āloko pātubhavissatī'ti?"	""	""	""	"SN20.6"	"dhanuggahasuttaṃ"	"yathā ca, bhikkhave, tassa purisassa javo yathā ca candima<b>sūriyānaṃ</b> javo yathā ca yā devatā candimasūriyānaṃ purato dhāvanti tāsaṃ devatānaṃ javo"	""	""	""	""
"64768"	""	"19"	""	""	""	""	"SN1.13"	"natthiputtasamasuttaṃ"	"n'atthi puttasamaṃ pemaṃ,
n'atthi gosamitaṃ dhanaṃ,
n'atthi <b>sūriyasamā</b> ābhā,
samuddaparamā sarā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64770"	"33"	"19"	""	""	""	""	"TH231"	"mahāpanthakattheragāthā"	"tato ratyā vivasāne,
<b>sūriyass'uggamanaṃ</b> pati,
sabbaṃ taṇhaṃ visosetvā,
pallaṅkena upāvisin'ti."	""	""	""	""	""	""	""	""	""	"TH242"	"sunītattheragāthā"	"tato ratyā vivasāne,
<b>sūriyassuggamanaṃ</b> pati,
indo brahmā ca āgantvā,
maṃ namassiṃsu pañjalī."	""	""	""	""	""	""	""	""	""	""
"64777"	""	"19"	""	""	""	""	"SN20.8"	"kaliṅgarasuttaṃ"	"bhavissanti, bhikkhave, anāgatam'addhānaṃ licchavī sukhumālā mudutalunahatthapādā te mudukāsu seyyāsu tūlabimbohanāsu yāva<b>sūriy'uggamanā</b> seyyaṃ kappissanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64781"	""	"9"	""	""	""	""	"SN56.36"	"pāṇasuttaṃ"	"seyyathā'pi, bhikkhave, puriso yaṃ imasmiṃ jambudīpe tiṇakaṭṭhasākhāpalāsaṃ tacchetvā ekajjhaṃ saṃhareyya, ekajjhaṃ saṃharitvā <b>sūlaṃ</b> kareyya"	""	""	""	"API19"	"uppalavaṇṇātherīapadānaṃ"	"satti<b>sūla</b>-upamā kāmā,
khandhāsaṃ adhikuṭṭanā,
yaṃ tvaṃ kāmaratiṃ brūsi,
aratī dāni sā mama."	""	""	""	"NIDD1.1"	"kāmasuttaniddeso"	"satti<b>sūl'</b>ūpamā kāmā vinivijjhan'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti"	""	""	""	""	""	""	""	""	""	""
"64783"	""	"7"	""	""	""	""	"AN10.60"	"girimānandasuttaṃ"	"iti imasmiṃ kāye vividhā ābādhā uppajjanti, seyyath'idaṃ ... pakkhandikā <b>sūlā</b> visūcikā kuṭṭhaṃ gaṇḍo kilāso soso apamāro daddu kaṇḍu kacchu nakhasā vitacchikā lohitaṃ pittaṃ madhumeho aṃsā piḷakā bhagandalā"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64787"	""	""	""	""	""	""	"MN105"	"sunakkhattasuttaṃ"	"seyyathā'pi, sunakkhatta, paṇḍupalāso bandhanā pavutto abhabbo haritattāya, evam'eva kho, sunakkhatta, āneñj'ādhimuttassa purisapuggalassa ye lok'āmisasaṃyojane <b>se</b> pavutte."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64789"	""	"2"	""	""	""	""	"Trad"	""	"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'asanī'va, sudāruṇan'taṃ, mett'ambu<b>seka</b>vidhinā jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"64790"	"10"	"2"	"mn107"	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"ye kho te bhikkhū <b>sekkhā</b> apattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti tesu me ayaṃ evarūpī anusāsanī hoti."	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"DS1"	"tikamātikā"	"<b>sekkhā</b> dhammā. asekkhā dhammā. n'eva <b>sekkhā</b> n'āsekkhā dhammā."	"Dhamma-saṅgaṇī-mātikā"	""	"Funeral Chants"	"MN1"	"mūlapariyāyasuttaṃ"	"yo'pi so, bhikkhave, bhikkhu <b>sekkho</b> appattamānaso anuttaraṃ yogakkhemaṃ patthayamāno viharati, so'pi pathaviṃ pathavito abhijānāti, pathaviṃ pathavito abhiññāya pathaviṃ mā maññi"	""	""	""	"SN12.31"	"bhūtasuttaṃ"	"tadāhāranirodhā yaṃ bhūtaṃ taṃ nirodhadhamman'ti yathābhūtaṃ sammappaññāya disvā nirodhadhammassa nibbidāya virāgāya nirodhāya paṭipanno hoti. evaṃ kho, bhante, <b>sekkho</b> hoti."	""	""	""	"19"
"64794"	""	"19"	""	"pat"	""	""	"VIN PAT PD 3"	"tatiyapāṭidesanīyasikkhāpadaṃ"	"yāni kho pana tāni <b>sekkhasammatāni</b> kulāni, yo pana bhikkhu tathārūpesu <b>sekkhasammatesu</b> kulesu pubbe animantito agilāno khādanīyaṃ vā bhojanīyaṃ vā sahatthā paṭiggahetvā khādeyya vā bhuñjeyya vā, paṭidesetabbaṃ tena bhikkhunā"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64800"	"2"	"2"	"sn47"	"vib"	""	""	"AN8.79"	"parihānasuttaṃ"	"ime bhikkhave dhammā <b>sekhassa</b> bhikkhuno aparihānāya saṃvattanti."	"Aparihāniya-dhammā"	"Principles of Non-Decline"	"Teachings"	"VIN1.1.1"	"paṭhamapārājikaṃ, santhatabhāṇavāro"	"samaññāya bhikkhu, paṭiññāya bhikkhu, ehi bhikkhū'ti bhikkhu, tīhi saraṇagamanehi upasampanno'ti bhikkhu, bhadro bhikkhu, sāro bhikkhu, <b>sekho</b> bhikkhu, asekho bhikkhu"	""	""	""	"DHP45"	"pupphavaggo"	"<b>sekho</b> pathaviṃ vicessati,
yamalokañ'ca imaṃ sadevakaṃ,
<b>sekho</b> dhammapadaṃ sudesitaṃ,
kusalo puppham'iva pacessati."	""	""	""	""	""	""	""	""	""	"28"
"64811"	"1"	"14"	""	"pat"	""	""	""	""	""	""	""	""	"VIN PAT SE"	"sekhiyā"	"uddiṭṭhā kho āyasmanto <b>sekhiyā</b> dhammā. tatth'āyasmante pucchāmi, kacci'ttha parisuddhā, dutiyam'pi pucchāmi, kacci'ttha parisuddhā, tatiyam'pi pucchāmi, kacci'ttha parisuddhā"	""	""	""	"VIN PAT SE"	"sekhiyā"	"ime kho pan'āyasmanto <b>sekhiyā</b> dhammā uddesaṃ āgacchanti."	""	""	""	""	""	""	""	""	""	""
"64819"	"17"	"11"	""	""	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"yaṃ buddha<b>seṭṭho</b> parivaṇṇayī suciṃ,
samādhim'ānantarikañ'ñam'āhu.
samādhinā tena samo na vijjati"	"Ratana-sutta"	""	"Protective Recitations"	"SN34.1"	"samādhimūlakasamāpattisuttaṃ"	"evam'eva kho, bhikkhave, yv'āyaṃ jhāyī samādhismiṃ samādhikusalo ca hoti samādhismiṃ samāpattikusalo ca ayaṃ imesaṃ catunnaṃ jhāyīnaṃ aggo ca <b>seṭṭho</b> ca mokkho ca uttamo ca pavaro cā'ti."	""	""	""	"DHP26"	"appamādavaggo"	"pamādam'anuyuñjanti,
bālā dummedhino janā,
appamādañ'ca medhāvī,
dhanaṃ <b>seṭṭhaṃ</b>'va rakkhati."	""	""	""	"DHP2"	"yamakavaggo"	"manopubbaṅ'gamā dhammā, mano<b>seṭṭhā</b> manomayā.
manasā ce pasannena, bhāsati vā karoti vā.
tato naṃ sukham'anveti, chāyā'va anapāyinī"	""	""	""	"54"
"64820"	""	"2"	""	""	""	""	"DHP1"	"yamakavaggo"	"manopubbaṅ'gamā dhammā,
mano<b>seṭṭhā</b> manomayā,
manasā ce paduṭṭhena,
bhāsati vā karoti vā,
tato naṃ dukkham'anveti,
cakkaṃva vahato padaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64827"	""	"7"	""	""	""	""	"DHP30"	"appamādavaggo"	"appamādena maghavā,
devānaṃ <b>seṭṭhataṃ</b> gato,
appamādaṃ pasaṃsanti,
pamādo garahito sadā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64850"	""	"11"	""	""	""	""	"TH247"	"udāyittheragāthā"	"sati ca sampajaññañ'ca,
caraṇā nāgassa tepare,
saddhāhattho mahānāgo,
upekkhā<b>seta</b>dantavā."	""	""	""	"DN22.7"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ, bhikkhave, bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni <b>setāni</b> saṅkhavaṇṇapaṭibhāgāni"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64876"	""	"3"	"sn47"	""	""	""	"MN43"	"mahāvedallasuttaṃ"	"yadā kho, āvuso, imaṃ kāyaṃ tayo dhammā jahanti, āyu usmā ca viññāṇaṃ, ath'āyaṃ kāyo ujjhito avakkhitto <b>seti</b>, yathā kaṭṭhaṃ acetanan'ti."	""	""	""	"SN22.95"	"pheṇapiṇḍūpamasuttaṃ"	"āyu usmā ca viññāṇaṃ,
yadā kāyaṃ jahant'imaṃ,
apaviddho tadā <b>seti</b>,
parabhattaṃ acetanaṃ."	""	""	""	"SN47.7"	"satipaṭṭhānasaṃyuttaṃ, makkaṭasuttaṃ"	"evañ'hi so, bhikkhave, makkaṭo pañc'oḍḍito thunaṃ <b>seti</b> anayaṃ āpanno byasanaṃ āpanno yathākāmakaraṇīyo luddassa."	""	""	""	""	""	""	""	""	""	""
"64877"	"10"	"3"	""	""	""	""	"DHP168"	"lokavaggo"	"uttiṭṭhe nappamajjeyya,
dhammaṃ sucaritaṃ care,
dhammacārī sukhaṃ <b>seti</b>,
asmiṃ loke paramhi ca."	""	""	""	"SN1.71"	"chetvāsuttaṃ"	"kiṃ'su chetvā sukhaṃ <b>seti</b>,
kiṃ'su chetvā na socati,
kissa'ssu ekadhammassa,
vadhaṃ rocesi gotamā'ti."	""	""	""	"AN3.35"	"hatthakasuttaṃ"	"kacci, bhante, bhagavā sukham'asayitthā'ti? evaṃ, kumāra, sukham'asayitthaṃ. ye ca pana loke sukhaṃ <b>senti</b>, ahaṃ tesaṃ aññataro'ti"	""	""	""	""	""	""	""	""	""	""
"64878"	""	"3"	""	""	""	""	"DHP79"	"paṇḍitavaggo"	"dhammapīti sukhaṃ <b>seti</b>,
vippasannena cetasā,
ariyappavedite dhamme
sadā ramati paṇḍito."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64879"	""	"6"	""	""	""	""	"MN22"	"alagaddūpamasuttaṃ"	"seyyathā'pi, bhikkhave, puriso addhānamaggappaṭipanno. so passeyya mahantaṃ udak'aṇṇavaṃ ... na c'assa nāvā santāraṇī uttara<b>setu</b> vā apārā pāraṃ gamanāya."	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"ārāmaropā vanaropā,
ye janā <b>setu</b>kārakā,
papañ'ca udapānañ'ca,
ye dadanti upassayaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64885"	"11"	"2"	""	""	""	""	"DN22.5"	"mahāsatipaṭṭhānasuttaṃ"	"antaṃ antaguṇaṃ udariyaṃ karīsaṃ pittaṃ semhaṃ pubbo lohitaṃ <b>sedo</b> medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan'ti"	"Dvattiṃs'ākāra-paccavekkhaṇa"	"The Thirty-Two Parts"	"Reflections"	""	""	""	""	""	""	"MN36"	"mahāsaccakasuttaṃ"	"tassa mayhaṃ, aggivessana, dantebhi dantam'ādhāya jivhāya tāluṃ āhacca cetasā cittaṃ abhiniggaṇhato abhinippīḷayato abhisantāpayato kacchehi <b>sedā</b> muccanti."	""	""	""	"AN4.61"	"pattakammasuttaṃ"	"sa kho so, gahapati, ariyasāvako uṭṭhānavīriy'ādhigatehi bhogehi bāhābalaparicitehi <b>sed</b>'āvakkhittehi dhammikehi dhammaladdhehi imāni cattāri pattakammāni kattā hoti."	""	""	""	"37"
"64886"	""	"9"	"sn47"	""	""	""	"SN47.20"	"janapadakalyāṇīsuttaṃ"	"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā sumbhesu viharati <b>sedakaṃ</b> nāma sumbhānaṃ nigamo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64893"	"11"	"19"	""	""	""	""	"AN4.61"	"pattakammasuttaṃ"	"sa kho so, gahapati, ariyasāvako uṭṭhānavīriy'ādhigatehi bhogehi bāhābalaparicitehi <b>sed'āvakkhittehi</b> dhammikehi dhammaladdhehi cattāri pattakammāni kattā hoti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64898"	""	"9"	"mn107"	"pat"	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"ehi tvaṃ, bhikkhu, vivittaṃ <b>sen</b>'āsanaṃ bhajāhi araññaṃ rukkhamūlaṃ pabbataṃ kandaraṃ giriguhaṃ susānaṃ vanapatthaṃ abbhokāsaṃ palālapuñjan'ti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"VIN PAT NP 29"	"sāsaṅkasikkhāpadaṃ"	"upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni <b>sen</b>'āsanāni sāsaṅkasammatāni sappaṭibhayāni, tathārūpesu bhikkhu <b>sen</b>'āsanesu viharanto ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya"	""	""	""	""	""	""	""	""	""	"19"
"64899"	""	"11"	""	""	""	""	"MN131"	"bhaddekarattasuttaṃ"	"ajj'eva kiccam'ātappaṃ,
ko jaññā maraṇaṃ suve,
na hi no saṅgaraṃ tena,
mahā<b>senena</b> maccunā."	"Bhadd'eka-ratta"	"A single Excellent Night"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17"
"64905"	"7"	"7"	""	"pat"	""	""	"Thai"	""	"saddhamma<b>senā</b> sugatānugo, yo lokassa pāp'ūpakilesajetā, santo sayaṃ santiniyojako ca, svākkhātadhammaṃ viditaṃ karoti"	"Nama-kāra-siddhi-gāthā"	""	"Protective Recitations"	"SN6.14"	"aruṇavatīsuttaṃ"	"ārabbhatha nikkhamatha,
yuñjatha buddhasāsane,
dhunātha maccuno <b>senaṃ</b>,
naḷ'āgāraṃ'va kuñjaro."	""	""	""	"VIN PAT PC 48"	"uyyuttasenāsikkhāpadaṃ"	"yo pana bhikkhu uyyuttaṃ <b>senaṃ</b> dassanāya gaccheyya aññatra tathārūpappaccayā, pācittiyaṃ."	""	""	""	"VIN PAT PC 49"	"senāvāsa sikkhāpada"	"siyā ca tassa bhikkhuno koci'd'eva paccayo <b>senaṃ</b> gamanāya, dirattatirattaṃ tena bhikkhunā senāya vasitabbaṃ. tato ce uttariṃ vaseyya, pācittiyaṃ."	""	""	""	"51"
"64906"	""	"19"	""	""	""	""	"DN9.1"	"poṭṭhapādasuttaṃ, poṭṭhapādaparibbājakavatthu"	"seyyath'idaṃ, rājakathaṃ corakathaṃ mahāmattakathaṃ <b>senākathaṃ</b> bhayakathaṃ yuddhakathaṃ annakathaṃ pānakathaṃ vatthakathaṃ sayanakathaṃ mālākathaṃ gandhakathaṃ ñātikathaṃ yānakathaṃ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64912"	""	"19"	""	"pat"	""	""	"VIN PAT PC 50"	"uyyodhikasikkhāpadaṃ"	"dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal'aggaṃ vā <b>senābyūhaṃ</b> vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64914"	"38"	"19"	"mn107"	"pat"	""	""	"MN2.4"	"sabbāsavasuttaṃ"	"paṭisaṅkhā yoniso <b>sen'āsanaṃ</b> paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva utuparissayavinodanaṃ paṭisallān'ārām'atthaṃ"	"Cattaro parikkhāra"	"The Four Requisites"	"Reflections"	"MN107"	"gaṇakamoggallānasuttaṃ"	"ehi tvaṃ, bhikkhu, vivittaṃ <b>sen'āsanaṃ</b> bhajāhi araññaṃ rukkhamūlaṃ pabbataṃ kandaraṃ giriguhaṃ susānaṃ vanapatthaṃ abbhokāsaṃ palālapuñjan'ti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"AN7.61"	"pacalāyamānasuttaṃ"	"yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni vijanavātāni manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi <b>sen'āsanehi</b> saṃsaggaṃ vaṇṇayāmī'ti"	""	""	""	"AN7.23"	"paṭhamasattakasuttaṃ"	"yāvakīvañ'ca bhikkhave bhikkhū āraññakesu <b>sen'āsanesu</b> sāpekkhā bhavissanti, vuddhi'y'eva pāṭikaṅkhā no parihāni"	""	""	""	"19"
"64917"	""	"19"	""	""	""	""	"SN12.22"	"dutiyadasabalasuttaṃ"	"yesaṃ mayaṃ paribhuñjāma cīvarapiṇḍapāta<b>sen'āsanagilānappaccaya</b>bhesajjaparikkhāraṃ tesaṃ te kārā amhesu mahapphalā bhavissanti mah'ānisaṃsā'ti"	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"29"
"64929"	""	"19"	""	""	""	""	"AN3.40"	"ādhipateyyasuttaṃ"	"na kho pan'āhaṃ cīvarahetu agārasmā anagāriyaṃ pabbajito. na piṇḍapātahetu, na <b>sen'āsanahetu</b>, na itibhavābhavahetu agārasmā anagāriyaṃ pabbajito."	""	""	""	"VIN2.5.3.4"	"āmisasikkhāpadaṃ"	"āmisahetū'ti cīvarahetu piṇḍapātahetu <b>sen'āsanahetu</b> gilānappaccayabhesajjaparikkhārahetu sakkārahetu garukārahetu mānanahetu vandanahetu pūjanahetu."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64932"	"39"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN4.1.13"	"bimbisāra samāgama kathā"	"assosi kho rājā māgadho <b>seniyo</b> bimbisāro samaṇo khalu bho gotamo sakyaputto sakyakulā pabbajito rājagahaṃ anuppatto rājagahe viharati laṭṭhivane suppatiṭṭhe cetiye"	""	""	""	""	""	""	""	""	""	""
"64938"	"14"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN3.36"	"devadūtasuttaṃ"	"ambho purisa, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ābādhikaṃ dukkhitaṃ bāḷhagilānaṃ, sake muttakarīse palipannaṃ <b>semānaṃ</b>, aññehi vuṭṭhāpiyamānaṃ, aññehi saṃvesiyamānan'ti?"	""	""	""	""	""	""	""	""	""	""
"64940"	""	"9"	""	""	""	""	"DN22.5"	"mahāsatipaṭṭhānasuttaṃ"	"antaṃ antaguṇaṃ udariyaṃ karīsaṃ pittaṃ <b>semhaṃ</b> pubbo lohitaṃ sedo medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan'ti"	"Dvattiṃs'ākāra-paccavekkhaṇa"	"The Thirty-Two Parts"	"Reflections"	"SN36.21"	"sīvakasuttaṃ"	"pittaṃ <b>semhañ</b>'ca vāto ca,
sannipātā utūni ca,
visamaṃ opakkamikaṃ,
kammavipākena aṭṭhamī'ti."	""	""	""	"AN5.208"	"dantakaṭṭhasuttaṃ"	"pañc'ime, bhikkhave, ādīnavā dantakaṭṭhassa akhādane. katame pañca? acakkhussaṃ, mukhaṃ duggandhaṃ hoti, rasaharaṇiyo na visujjhanti, pittaṃ <b>semhaṃ</b> bhattaṃ pariyonandhati, bhattam'assa nacchādeti."	""	""	""	""	""	""	""	""	""	"37"
"64942"	""	"19"	""	""	""	""	"SN36.21"	"sīvakasuttaṃ"	"pittasamuṭṭhānāni'pi ... <b>semhasamuṭṭhānāni</b>'pi ... vātasamuṭṭhānāni'pi … sannipātikāni'pi … utupariṇāmajāni'pi … visamaparihārajāni'pi … opakkamikāni'pi … kammavipākajāni'pi kho, sīvaka, idh'ekaccāni vedayitāni uppajjanti."	""	""	""	"AN10.60"	"girimānandasuttaṃ"	"iti imasmiṃ kāye vividhā ābādhā uppajjanti, seyyath'idaṃ ... pittasamuṭṭhānā ābādhā <b>semhasamuṭṭhānā</b> ābādhā vātasamuṭṭhānā ābādhā sannipātikā ābādhā utupariṇāmajā ābādhā visamaparihārajā ābādhā opakkamikā ābādhā kammavipākajā ābādhā sītaṃ uṇhaṃ jighacchā pipāsā uccāro passāvo'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64947"	"9"	"11"	""	""	""	""	"TH251"	"raṭṭhapālattheragāthā"	"tasmā hi paññā'va dhanena <b>seyyā</b>,
yāya vosānam'idh'ādhigacchati,
abyositattā hi bhavābhavesu,
pāpāni kammāni karoti mohā."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"SN3.16"	"mallikāsuttaṃ"	"itthī'pi hi ekacciyā,
<b>seyyā</b> posa janādhipa,
medhāvinī sīlavatī,
sassudevā patibbatā."	""	""	""	"SN22.49"	"soṇasuttaṃ"	"ye hi keci, soṇa, samaṇā vā brāhmaṇā vā aniccena rūpena dukkhena vipariṇāmadhammena <b>seyyo</b>'ham'asmī'ti vā samanupassanti, sadiso'ham'asmī'ti vā samanupassanti"	""	""	""	""	""	""	""	""	""	"13"
"64949"	""	"11"	""	""	""	""	"TH257"	"pārāpariyatheragāthā"	"udar'āvadehakaṃ bhutvā,
sayant'uttāna<b>seyyakā</b>.
kathaṃ vattenti paṭibuddhā,
yā kathā satthugarahitā."	""	""	""	"MN48"	"kosambiyasuttaṃ"	"seyyathā'pi, bhikkhave, daharo kumāro mando uttāna<b>seyyako</b> hatthena vā pādena vā aṅgāraṃ akkamitvā khippam'eva paṭisaṃharati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64952"	""	""	""	""	""	""	"AN10.29"	"paṭhamakosalasuttaṃ"	"<b>seyyathā</b>'pi nāma umāpupphaṃ nīlaṃ nīlavaṇṇaṃ nīlanidassanaṃ nīlanibhāsaṃ, <b>seyyathā</b> vā pana taṃ vatthaṃ bārāṇaseyyakaṃ ubhatobhāgavimaṭṭhaṃ nīlaṃ nīlavaṇṇaṃ nīlanidassanaṃ nīlanibhāsaṃ"	""	""	""	"MN8"	"sallekhasuttaṃ"	"seyyathā'pi, cunda, visamo maggo assa, tassa añño samo maggo parikkamanāya, <b>seyyathā</b> vā pana, cunda, visamaṃ titthaṃ assa, tassa aññaṃ samaṃ titthaṃ parikkamanāya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64953"	"6"	"16"	"mn107"	"vib"	""	""	"MN51"	"kandarakasuttaṃ"	"<b>seyyathā'pi</b> nāma pakkhī sakuṇo yena yen'eva ḍeti, sapattabhārova ḍeti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"MN152"	"indriyabhāvanāsuttaṃ"	"<b>seyyathā'pi</b>, ānanda, balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya, pasāritaṃ vā bāhaṃ samiñjeyya."	""	""	""	"VIN1.1.1"	"paṭhamapārājikaṃ, santhatabhāṇavāro"	"pārājiko hotī'ti <b>seyyathā'pi</b> nāma puriso sīsacchinno abhabbo tena sarīrabandhanena jīvituṃ, evam'eva bhikkhu methunaṃ dhammaṃ paṭisevitvā assamaṇo hoti asakyaputtiyo."	""	""	""	""	""	""	""	""	""	"19"
