"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"7079"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.10"	"sappāṇakasikkhāpadaṃ"	"sappāṇake <b>appāṇaka</b>saññī tiṇaṃ vā mattikaṃ vā siñcati vā siñcāpeti vā, anāpatti. <b>appāṇake</b> sappāṇakasaññī, āpatti dukkaṭassa. <b>appāṇake</b> vematiko, āpatti dukkaṭassa."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7081"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.10"	"sappāṇakasikkhāpadaṃ"	"sappāṇake <b>appāṇakasaññī</b> tiṇaṃ vā mattikaṃ vā siñcati vā siñcāpeti vā, anāpatti. appāṇake s<b>appāṇakasaññī</b>, āpatti dukkaṭassa. appāṇake vematiko, āpatti dukkaṭassa."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7082"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.7.1"	"sañciccasikkhāpadaṃ"	"appāṇe vemitako, āpatti dukkaṭassa. appāṇe <b>appāṇasaññī</b>, anāpatti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7084"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN65"	"bhaddālisuttaṃ"	"etha, tumhe'pi, bhikkhave, ekāsanabhojanaṃ bhuñjatha, ekāsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā appābādhatañca sañjānissatha <b>appātaṅkatañ</b>ca lahuṭṭhānañca balañca phāsuvihārañcā'ti."	"""Come monks! You all too should eat (your) meal in one sitting. O monks, eating (your) meal in one sitting, you too will experience good health and well-being, physical lightness, strength and a comfortable existence""."	"extra"	"22"	""	""	""	"MN65"	"bhaddālisuttaṃ"	"etha, tumhe'pi, bhikkhave, ek'āsanabhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā app'ābādhatañ'ca sañjānissatha <b>app'ātaṅkatañ</b>'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti."	""
"7087"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN5.29"	"caṅkamasuttaṃ"	"addhānakkhamo hoti, padhānakkhamo hoti, <b>appābādho</b> hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkamādhigato samādhi ciraṭṭhitiko hoti."	"he is able to endure a journey,
he is capable of striving, he is healthy (lit, of not many illnesses), what has been eaten, drunk, chewed, [and] tasted [is] gets digested thoroughly. The stability of mind attained from walking meditation is long-lasting."	""	"15"	""	""	""	"MN91"	"brahmāyusuttaṃ"	"ehi tvaṃ, māṇavaka, yena samaṇo gotamo ten'upasaṅkama, upasaṅkamitvā mama vacanena samaṇaṃ gotamaṃ <b>app'ābādhaṃ</b> app'ātaṅkaṃ lah'uṭṭhānaṃ balaṃ phāsuvihāraṃ puccha"	""
"7088"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN65"	"bhaddālisuttaṃ"	"etha, tumhe'pi, bhikkhave, ekāsanabhojanaṃ bhuñjatha, ekāsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā <b>appābādhatañ</b>ca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañcā'ti."	"""Come monks! You all too should eat (your) meal in one sitting. O monks, eating (your) meal in one sitting, you too will experience good health and well-being, physical lightness, strength and a comfortable existence""."	"extra"	"22"	""	""	""	"MN65"	"bhaddālisuttaṃ"	"etha, tumhe'pi, bhikkhave, ek'āsanabhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā <b>app'ābādhatañ</b>'ca sañjānissatha app'ātaṅkatañ'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti."	""
"7091"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN8.54"	"dīghajāṇusuttaṃ"	"sac'āyaṃ kulaputto <b>app'āyo</b> samāno uḷāraṃ jīvikaṃ kappeti, tassa bhavanti vattāro, udumbarakhādikaṃ v'āyaṃ kulaputto bhoge khādatī'ti."	""
"7103"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP404"	"brāhmaṇavaggo"	"asaṃsaṭṭhaṃ gahaṭṭhehi,
anāgārehi c'ūbhayaṃ,
anokasārim'<b>app'icchaṃ</b>,
tam'ahaṃ brūmi brāhmaṇaṃ."	""	""	""	""	""	""	"VIN1.1.2"	"dutiyapārājikaṃ"	"ye te bhikkhū <b>app'icchā</b> santuṭṭhā lajjino kukkuccakā sikkhākāmā te ujjhāyanti khiyyanti vipācenti"	"Those monks who are of few wishes, content, conscientious, scrupulous, [and] desiring training, find fault, criticise and discuss widely [about Venerable Dhaniya]. (source text uses past tense)"	"extra"	"19"	""	""	""	"AN8.30"	"anuruddha mahāvitakkasuttaṃ"	"idha, bhikkhave, bhikkhu <b>app'iccho</b> samāno <b>app'iccho</b>'ti maṃ jāneyyun'ti na icchati, santuṭṭho samāno santuṭṭho'ti maṃ jāneyyun'ti na icchati"	""
"7105"	"19"	""	""	"AN8.53"	"saṃkhittasuttaṃ"	"apacayāya saṃvattanti, no ācayāya, <b>app'icchatāya</b> saṃvattanti, no mah'icchatāya"	"Saṅkhitta-dhamma"	"The Dhamma in Brief"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH262"	"tālapuṭattheragāthā"	"<b>app'icchatā</b> sappurisehi vaṇṇitā,
makkhappahānaṃ vūpasamo dukhassa,
iti'ssu maṃ citta tadā niyuñjasi,
idāni tvaṃ gacchasi pubbaciṇṇaṃ."	"25"
"7106"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 27"	"mahāpesakārasikkhāpadaṃ"	"idaṃ kho, āvuso, cīvaraṃ maṃ uddissa viyyati, āyatañ'ca karotha, vitthatañ'ca, <b>appitañ</b>'ca, suvītañ'ca, suppavāyitañ'ca, suvilekhitañ'ca, suvitacchitañ'ca karotha"	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.1.8"	"upakkhaṭasikkhāpadaṃ"	"cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā <b>appitaṃ</b> vā saṇhaṃ vā."	""
"7110"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP77"	"paṇḍitavaggo"	"ovadeyy'ānusāseyya,
asabbhā ca nivāraye,
satañ'hi so piyo hoti,
asataṃ hoti <b>appiyo</b>."	""	""	""	""	""	""	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiya</b>rūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso"	"Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form, with mindfulness of the body present, he dwells with an immeasurable mind."	""	"18"	"SN35.247"	"chappāṇakopamasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe adhimuccati, <b>appiya</b>rūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso."	"DHP77"	"paṇḍitavaggo"	"ovadeyy'ānusāseyya,
asabbhā ca nivāraye,
satañ'hi so piyo hoti,
asataṃ hoti <b>appiyo</b>."	""
"7111"	"5"	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"<b>appiyehi</b> sampayogo dukkho, piyehi vippayogo dukkho, yam'p'icchaṃ na labhati tam'pi dukkhaṃ"	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"<b>appiyehi</b> sampayogo dukkho, piyehi vippayogo dukkho, yam'p'icchaṃ na labhati tam'pi dukkhaṃ"	"MN14"	"cūḷa dukkhakkhandhasuttaṃ"	"so tesaṃ bhogānaṃ ārakkh'ādhikaraṇaṃ dukkhaṃ domanassaṃ paṭisaṃvedeti, kin'ti me bhoge n'eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na <b>appiyā</b> dāy'ādā hareyyun'ti"	"18"
"7112"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN3.4"	"piyasuttaṃ"	"ye hi keci, mahārāja, kāyena duccaritaṃ caranti, vācāya duccaritaṃ caranti, manasā duccaritaṃ caranti, tasmā tesaṃ <b>appiyo</b> attā. kiñcāpi te evaṃ vadeyyuṃ, piyo no attā'ti, atha kho tesaṃ <b>appiyo</b> attā. taṃ kissa hetu?"	""
"7114"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiyarūpe</b> rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso"	"Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form, with mindfulness of the body present, he dwells with an immeasurable mind."	""	"18"	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiyarūpe</b> rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso"	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiyarūpe</b> rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso"	""
"7117"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"<b>app'ekacce</b> kho, brāhmaṇa, mama sāvakā mayā evaṃ ovadīyamānā evaṃ anusāsīyamānā accantaṃ niṭṭhaṃ nibbānaṃ ārādhenti, ekacce n'ārādhentī'ti."	"MN107"	"gaṇakamoggallānasuttaṃ"	"<b>app'ekacce</b> kho, brāhmaṇa, mama sāvakā mayā evaṃ ovadīyamānā evaṃ anusāsīyamānā accantaṃ niṭṭhaṃ nibbānaṃ ārādhenti, ekacce n'ārādhentī'ti."	""
"7118"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN82"	"raṭṭhapālasuttaṃ"	"<b>app'ekad</b>'āhaṃ, bho raṭṭhapāla, idha pādaṃ karissāmī'ti aññen'eva pādaṃ karomī'ti."	"""Just sometimes, master Raṭṭhapāla, thinking, ""I will place the foot here"", I place it at (lit., with) another (place)."""	"extra"	"18"	""	""	""	"SN35.127"	"bhāradvājasuttaṃ"	"<b>appekadā</b> mātumattīsu'pi lobhadhammā uppajjanti, bhaginimattīsu'pi lobhadhammā uppajjanti, dhītumattīsu'pi lobhadhammā uppajjanti."	""
"7131"	"16"	""	""	"SN22.80"	"piṇḍolyasuttaṃ"	"<b>app'eva</b>nām'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	"VIN PAT NP 27"	"mahāpesakāra sikkhāpada"	"<b>app'eva</b> nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ."	""	""	""	"VIN PAT NP 27"	"mahāpesakārasikkhāpadaṃ"	"<b>app'eva</b> nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti."	"""Perhaps, we too should give a little something to the venerables."""	"extra"	"22"	""	""	""	"VIN PAT NP 27"	"mahāpesakāra sikkhāpada"	"<b>app'eva</b> nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ."	"6"
"7132"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 27"	"mahāpesakāra sikkhāpada"	"<b>app'eva nāma</b> mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ."	""	""	""	"VIN PAT NP 27"	"mahāpesakārasikkhāpadaṃ"	"<b>app'eva nāma</b> mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ."	"""Perhaps, we too should give a little something to the venerables."" And if that monk, having said [this] should give a little something, even just a little bit of alms-food, [this is a case] involving confession and forfeiture."	"extra"	"22"	""	""	""	"AN4.122"	"ūmibhayasuttaṃ"	"<b>app'eva nāma</b> imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti."	""
"7133"	"16"	""	""	"SN22.80"	"piṇḍolyasuttaṃ"	"<b>app'evanām</b>'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN79"	"cūḷasakuludāyisuttaṃ"	"<b>appevanām</b>'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti"	"""If only the ending of this whole mass of suffering would be apparent. (lit. make itself known)"""	""	"21"	""	""	""	"SN22.80"	"piṇḍolyasuttaṃ"	"<b>app'evanām</b>'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti"	"6"
"7138"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP330"	"nāgavaggo"	"ekassa caritaṃ seyyo,
n'atthi bāle sahāyatā,
eko care na ca pāpāni kayirā,
<b>app'ossukko</b> mātaṅg'araññ'eva nāgo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7140"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7141"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"so imam'eva kāyaṃ vivekajena pītisukhena abhisandeti parisandeti paripūreti parippharati, n'āssa kiñci sabbāvato kāyassa vivekajena pītisukhena <b>apphuṭaṃ</b> hoti."	""	""	""	""
"7145"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.13"	"kuladūsakasikkhāpadaṃ"	"ādhāvanti'pi, usseḷenti'pi, <b>apphoṭenti</b>'pi, nibbujjhanti'pi, muṭṭhīhi'pi yujjhanti, raṅgamajjhe'pi saṅghāṭiṃ pattharitvā naccakiṃ evaṃ vadanti, idha, bhagini, naccassū'ti, nalāṭikam'pi denti, vividham'pi anācāraṃ ācaranti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7147"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7150"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP51"	"pupphavaggo"	"yathā'pi ruciraṃ pupphaṃ,
vaṇṇavantaṃ agandhakaṃ,
evaṃ subhāsitā vācā,
<b>aphalā</b> hoti akubbato."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP51"	"pupphavaggo"	"yathā'pi ruciraṃ pupphaṃ,
vaṇṇavantaṃ agandhakaṃ,
evaṃ subhāsitā vācā,
<b>aphalā</b> hoti akubbato."	""
"7155"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 77"	"sañciccasikkhāpadaṃ"	"yo pana bhikkhu bhikkhussa sañcicca kukkuccaṃ upadaheyya iti'ssa muhuttam'pi <b>aphāsu</b> bhavissatī'ti etadeva paccayaṃ karitvā anaññaṃ, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	"MN31"	"cūḷagosiṅgasuttaṃ"	"mā, samaṇa, etaṃ dāyaṃ pāvisi. sant'ettha tayo kulaputtā attakāmarūpā viharanti. mā tesaṃ <b>aphāsum</b>'akāsī'ti"	""
"7170"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP53"	"attadaṇḍasuttaṃ
aṭṭhakavaggo 15"	"yodha kāme accatari, saṅgaṃ loke duraccayaṃ, na so socati nājjheti, chinnasoto <b>abandhano</b>."	"Whoever here has escaped sensual pleasures, an attachment to the world hard to overcome, he does not sorrow, he is not anxious, (he has) cut the stream, (he is) free."	""	"23"	""	""	""	"SNP53"	"attadaṇḍasuttaṃ
aṭṭhakavaggo 15"	"yo'dha kāme accatari,
saṅgaṃ loke duraccayaṃ,
na so socati n'ājjheti,
chinnasoto <b>abandhano</b>."	""
"7171"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.3.2"	"ūnapañcabandhanasikkhāpadaṃ"	"ūnapañcabandhano nāma patto <b>abandhano</b> vā ekabandhano vā dvibandhano vā tibandhano vā catubandhano vā. <b>abandhan</b>'okāso nāma patto yassa dv'aṅgulā rāji na hoti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7172"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.3.2"	"ūnapañcabandhanasikkhāpadaṃ"	"<b>abandhan'okāso</b> nāma patto yassa dv'aṅgulā rāji na hoti. bandhan'okāso nāma patto yassa dv'aṅgulā rāji hoti. navo nāma patto viññattiṃ upādāya vuccati."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7186"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN35.247"	"chappāṇakopamasuttaṃ"	"evam'eva kho, bhikkhave, yassa kassaci bhikkhuno kāyagatāsati abhāvitā <b>abahulīkatā</b>, taṃ cakkhu āviñchati manāpiyesu rūpesu, amanāpiyā rūpā paṭikūlā honti"	"SN20.3"	"kulasuttaṃ"	"evam'eva kho, bhikkhave, yassa kassaci bhikkhuno mettācetovimutti abhāvitā <b>abahulīkatā</b> so suppadhaṃsiyo hoti amanussehi."	""
"7192"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.7"	"makkaṭasuttaṃ"	"tatra, bhikkhave, ye te makkaṭā <b>abālajātikā</b> alolajātikā, te taṃ lepaṃ disvā ārakā parivajjanti. yo pana so hoti makkaṭo bālajātiko lolajātiko, so taṃ lepaṃ upasaṅkamitvā hatthena gaṇhāti."	""	""	""	""
"7193"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.9"	"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ"	"desito, ānanda, mayā dhammo anantaraṃ <b>abāhiraṃ</b> karitvā. n'atth'ānanda, tathāgatassa dhammesu ācariyamuṭṭhi."	""	""	""	""
"7206"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP124"	"pāpavaggo"	"pāṇimhi ce vaṇo n'āssa,
hareyya pāṇinā visaṃ,
na-<b>abbaṇaṃ</b> visam'anveti,
n'atthi pāpaṃ akubbato."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7207"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP264"	"dhammaṭṭha vaggo"	"na muṇḍakena samaṇo,
<b>abbato</b> alikaṃ bhaṇaṃ,
icchālobhasamāpanno,
samaṇo kiṃ bhavissati."	""	""	""	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"adiṭṭhiyā assutiyā añāṇā, asīlatā <b>abbatā</b> no'pi tena."	"[also not] without view, not without learning, not without knowledge nor even without that moral conduct and religious observance."	""	"29"	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā assutiyā añāṇā,
asīlatā <b>abbatā</b> no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na jappe."	""
"7212"	"14"	""	""	"SNP22"	"uṭṭhānasuttaṃ
cūḷavaggo 10"	"pamādo rajo pamādo,
pamād'ānupatito rajo,
appamādena vijjāya,
<b>abbahe</b> sallam'attano"	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"16"
"7224"	"8"	""	""	"SN22.22"	"bhārasuttaṃ"	"nikkhipitvā garuṃ bhāraṃ,
aññaṃ bhāraṃ anādiya,
samūlaṃ taṇhaṃ <b>abbuyha</b>,
nicchāto parinibbuto'ti."	"Bhārā"	"The Burdens"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.22"	"bhārasuttaṃ"	"nikkhipitvā garuṃ bhāraṃ, aññaṃ bhāraṃ anādiya. samūlaṃ taṇham'<b>abbuyha</b>, nicchāto parinibbuto'ti."	"""Having placed down the onerous burden [and] not taking up another burden, pulling out craving with the root, he is desireless (without being hungry), entirely liberated."""	"extra"	"23"	""	""	""	"SNP53"	"attadaṇḍasuttaṃ
aṭṭhakavaggo 15"	"yena sallena otiṇṇo,
disā sabbā vidhāvati,
tam'eva sallam'<b>abbuyha</b>,
na dhāvati na sīdati."	"12"
"7242"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7249"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP172"	"lokavaggo"	"yo ca pubbe pamajjitvā,
pacchā so nappamajjati,
so'maṃ lokaṃ pabhāseti,
<b>abbhā</b> mutto'va candimā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7255"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP139"	"daṇḍavaggo"	"rājato vā upasaggaṃ,
<b>abbhakkhānañ</b>'ca dāruṇaṃ,
parikkhayañ'ca ñātīnaṃ,
bhogānañ'ca pabhaṅguraṃ."	"PAT"	""	""	""	""	""	"VIN PAT PC 68"	"ariṭṭhasikkhāpadaṃ"	"mā, āyasmā, evaṃ avaca. mā bhagavantaṃ abbhācikkhi, na hi sādhu bhagavato <b>abbhakkhānaṃ</b>, na hi bhagavā evaṃ vadeyya."	"Venerable, do not say so. Do not misrepresent the Blessed One. Misrepresenting the Blessed One [is] not good. The Blessed One would not speak in this way."	""	"23"	""	""	""	"DHP139"	"daṇḍavaggo"	"rājato vā upasaggaṃ,
<b>abbhakkhānañ</b>'ca dāruṇaṃ,
parikkhayañ'ca ñātīnaṃ,
bhogānañ'ca pabhaṅguraṃ."	""
"7265"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.26"	"assādasuttaṃ"	"yato ca khv'āhaṃ, bhikkhave, imesaṃ pañcannaṃ upādānakkhandhānaṃ evaṃ assādañ'ca assādato ādīnavañ'ca ādīnavato nissaraṇañ'ca nissaraṇato yathābhūtaṃ <b>abbhaññāsiṃ</b>"	"AN4.24"	"kāḷakārāmasuttaṃ"	"yaṃ, bhikkhave, sadevakassa lokassa samārakassa sabrahmakassa sassamaṇabrāhmaṇiyā pajāya sadevamanussāya diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ anuvicaritaṃ manasā, tam'ahaṃ <b>abbhaññāsiṃ</b>. taṃ tathāgatassa viditaṃ, taṃ tathāgato na upaṭṭhāsi."	""
"7267"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN18.1"	"janavasabhasuttaṃ"	"tena kho pana samayena bhagavā parito parito janapadesu paricārake <b>abbhatīte</b> kālaṅ'kate upapattīsu byākaroti"	""
"7279"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"JA138"	"godhajātakaṃ"	"kiṃ te jaṭāhi dummedha,
kiṃ te ajinasāṭiyā,
<b>abbhantaraṃ</b> te gahanaṃ,
bāhiraṃ parimajjasī'ti."	""
"7280"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.1.2"	"udositasikkhāpadaṃ"	"ekakulassa sattho hoti. satthe cīvaraṃ nikkhipitvā purato vā pacchato vā satt'<b>abbhantarā</b> na vijahitabbā, passato <b>abbhantaraṃ</b> na vijahitabbaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7284"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.6"	"kuṭikārasikkhāpadaṃ"	"tiriyaṃ satt'antarā'ti <b>abbhantarimena</b> mānena."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7286"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH244"	"khadiravaniyarevatattheragāthā"	"anaṅgaṇassa posassa,
niccaṃ sucigavesino,
vāl'aggamattaṃ pāpassa,
<b>abbhamattaṃ</b>'va khāyati."	""
