id,pali,selected_pali_word,class_source,extra,class_example,english_translation,Class
71281,hirimant,hirimanto,AN7.25 (simpl),,"bhikkhū <b>hirimanto</b> bhavissanti, ottappino bhavissanti, satimanto bhavissanti, paññavanto bhavissanti","Monks should be conscientious, they should be feeling shame, they should be mindful, they should be wise.",
13466,iti,iti,DHP277,,"sabbe dhammā anattā <b>iti</b>, yadā paññāya passati, atha nibbindati dukkhe – esa maggo visuddhiyā","“All things are non-self.” When one sees [this] with wisdom, then one is disenchanted with suffering. This is the path for purification.",
13539,itthatta 1,itthattaṃ,AN4.171,yes,sattā tamhā kāyā cutā āgāmino honti āgantāro <b>itthattaṃ</b>,"Living beings [who] have passed away from that group are returners, who come back to this existence.",
28313,jānāti 1,jānāti,MN131 (simpl),yes,"ajja eva ātappaṃ karohi, ko <b>jānāti</b> maraṇaṃ suve",Just make an effort today; who knows [if] death [is] tomorrow?,
28666,jeṭṭha 1,jeṭṭhamhi,SN7.15 (simpl),yes,"mātari pitari ca, atho <b>jeṭṭhamhi</b> bhātari. ācariye ca, tesu na mānaṃ karohi.","Towards mother and father, and after that, towards the eldest brother; and towards the teacher. Do not show conceit towards them.",
21481,kālena,kālena,VIN PAT NP 10,yes,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamatu āyasmā <b>kālena</b>, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe.",
20639,kalyāṇa 1,,VIN PAT SA 4 (simpl),,mādisaṃ sīlavantaṃ <b>kalyāṇa</b>dhammaṃ brahmacāriṃ paricara,"You must minister to one like me, observing the moral practices, of upright nature, one living the holy life.",
20651,kalyāṇadhamma,kalyāṇadhammaṃ,VIN PAT SA 4 (simpl),,mādisaṃ sīlavantaṃ <b>kalyāṇadhammaṃ</b> brahmacāriṃ paricara,"You must minister to one like me, observing the moral practices, of upright nature, one living the holy life.",
20466,karaṇīya 2,karaṇīyaṃ,MN152 (simpl),,"satthārā <b>karaṇīyaṃ</b> sāvakānaṃ, kataṃ vo taṃ mayā.","What should be done by a teacher for (his) disciples, that has been done by me for you.",
19594,kata 1,kataṃ,MN152 (simpl),,"satthārā karaṇīyaṃ sāvakānaṃ, <b>kataṃ</b> vo taṃ mayā.","What should be done by a teacher for (his) disciples, that has been done by me for you.",
22809,keci 1,keci,SNP9,,"ye <b>keci</b> pāṇabhūtā atthi, tasā vā thāvarā vā anavasesā","Whatever living beings there are, whether moving or not moving without exception.",
23966,kho,kho,DN16.7,,atha <b>kho</b> āyasmato ānandassa etad'ahosi,"Then, this [thought] occurred to Venerable Ananda",
21658,kiñci 2,kiñci,VIN1.2.12,,mā maṃ āyasmanto <b>kiñci</b> avacuttha kalyāṇaṃ vā pāpakaṃ vā,"Venerables, don't say anything to me, good or bad!",
22919,ko,ko,MN131 (simpl),yes,"ajja eva ātappaṃ karohi, <b>ko</b> jānāti maraṇaṃ suve",Just make an effort today; who knows [if] death [is] tomorrow?,
50621,maccu,maccunā,MN131 (simpl),,tena mahāsenena <b>maccunā</b> saṅgaro na hoti,"There is no bargaining with that death, with (his) great army.",
52254,mādisa,mādisaṃ,VIN PAT SA 4 (simpl),,<b>mādisaṃ</b> sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ paricara,"You must minister to one like me, observing the moral practices, of upright nature, one living the holy life.",
51989,mahāsena,mahāsenena,MN131 (simpl),,tena <b>mahāsenena</b> maccunā saṅgaro na hoti,"There is no bargaining with that death, with (his) great army.",
52116,maṃsalohita,maṃsalohitaṃ,SN12.22,,"taco ca nahāru ca aṭṭhi ca avasissatu, sarīre upasussatu <b>maṃsalohitaṃ</b>","Let [my] skin, sinew, and bone remain, let [my] flesh and blood dry up in [my] body.",
52256,māna 1.1,mānaṃ,SN7.15 (simpl),yes,"mātari pitari ca, atho jeṭṭhamhi bhātari. ācariye ca, tesu na <b>mānaṃ</b> karohi.","Towards mother and father, and after that, towards the eldest brother; and towards the teacher. Do not show conceit towards them.",
51140,manāpa 1,manāpo,AN10.71,,thero bhikkhu sabrahmacārīnaṃ piyo ca hoti <b>manāpo</b> ca garu ca bhāvanīyo ca.,"An elder monk is dear to [his] fellow monks and pleasant, respected, and worthy of esteem [by them].",
52331,māneti,mānessanti,AN7.23 (simpl),,bhikkhū there sakkarissanti garuṃ karissanti <b>mānessanti</b> pūjessanti,"Monks will honor, respect, revere, [and] venerate the elders.",
50807,maññati 1,maññasi,MN147,,"taṃ kiṃ <b>maññasi</b>, rāhula, cakkhu niccaṃ vā aniccaṃ vā'ti","What do you think, Rāhula, “Is the eye permanent or impermanent?”",
52177,mātari,mātā,SNP16,yes,"<b>mātā</b>pitu upaṭṭhānaṃ, puttassa ca dārassa saṅgaho","The looking after mother and father, the support of the wife and son.",
52179,mātāpitar,mātāpitu,SNP16,yes,"<b>mātāpitu</b> upaṭṭhānaṃ, puttassa ca dārassa saṅgaho","The looking after mother and father, the support of the wife and son.",
50951,mattaññū,mattaññū,MN107,,ehi tvaṃ bhikkhu bhojane <b>mattaññū</b> hohi,"Come, monk, be moderate with regard to food!",
52216,mātugāma,mātugāmassa,VIN PAT PC 7,yes,"bhikkhu <b>mātugāmassa</b> uttarichappañcavācāhi dhammaṃ deseti, aññatra viññunā purisaviggahena, pācittiyaṃ.","[If any] monk expounds Dhamma to a woman by means of more than five or six sentences, except [together] with a knowledgeable male, [it is] an offence requiring confession.",
53286,medhāvī,medhāviṃ,DHP76 (simpl),yes,"nidhīnaṃ va pavattāraṃ, vajjadassinaṃ  niggayhavādiṃ <b>medhāviṃ</b> paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure.",
35994,nahāru,nahāru,SN12.22,,"taco ca <b>nahāru</b> ca aṭṭhi ca avasissatu, sarīre upasussatu maṃsalohitaṃ","Let [my] skin, sinew, and bone remain, let [my] flesh and blood dry up in [my] body.",
36976,nicca 1,niccaṃ,MN147,,"taṃ kiṃ maññasi, rāhula, cakkhu <b>niccaṃ</b> vā aniccaṃ vā'ti","What do you think, Rāhula, “Is the eye permanent or impermanent?”",
37245,niddisi 1,niddisi,VIN PAT NP 10,yes,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ <b>niddisi</b>, saññatto so mayā, upasaṅkamatu āyasmā kālena, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe.",
37299,nidhi 1,nidhīnaṃ,DHP76 (simpl),yes,"<b>nidhīnaṃ</b> va pavattāraṃ, vajjadassinaṃ  niggayhavādiṃ medhāviṃ paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure.",
36907,niggayhavādī,niggayhavādiṃ,DHP76 (simpl),yes,"nidhīnaṃ va pavattāraṃ, vajjadassinaṃ <b>niggayhavādiṃ</b> medhāviṃ paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure.",
38204,nisīdati,nisīdati,MN118,,bhikkhu araññagato vā rukkhamūlagato vā suññāgāragato vā <b>nisīdati</b>.,"A monk, gone to the forest or to the foot of a tree or to an empty dwelling, sits down.",
42477,pabbajita 2,pabbajitā,AN7.23 (simpl),,therā rattaññū ciraṃ <b>pabbajitā</b> saṅghassa pitaro saṅghassa pariṇāyakā,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks.",
39272,pacālaka 1,pacālakaṃ,VIN PAT SK 18 (simpl),,na bāhuṃ <b>pacālakaṃ</b> antaraghare nisīdissāmi,I will not sit in an inhabited area swinging [my] arm[s].,
45358,pāṇabhūta 1,pāṇabhūtā,SNP9,,"ye keci <b>pāṇabhūtā</b> atthi, tasā vā thāvarā vā anavasesā","Whatever living beings there are, whether moving or not moving without exception.",
41608,paṇḍita 2,paṇḍitaṃ,DHP76 (simpl),yes,"nidhīnaṃ va pavattāraṃ, vajjadassinaṃ  niggayhavādiṃ medhāviṃ <b>paṇḍitaṃ</b> bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure.",
39992,paññavant,paññavanto,AN7.23 (simpl),,"bhikkhū hirimanto bhavissanti, ottappino bhavissanti, satimanto bhavissanti, <b>paññavanto</b> bhavissanti","Monks should be conscientious, they should be feeling shame, they should be mindful, they should be wise.",
40071,paññāya 2,paññāya,DHP277,,"sabbe dhammā anattā iti, yadā <b>paññāya</b> passati, atha nibbindati dukkhe – esa maggo visuddhiyā","“All things are non-self.” When one sees [this] with wisdom, then one is disenchanted with suffering. This is the path for purification.",
43321,paricarati 3,paricara,VIN PAT SA 4 (simpl),,mādisaṃ sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ <b>paricara</b>,"You must minister to one like me, observing the moral practices, of upright nature, one living the holy life.",
43900,parimuccati,parimuccati,MN2.2,,"bhikkhave, assutavā puthujjano na <b>parimuccati</b> jātiyā","Monks, an unlearned common person is not liberated from birth.",
43452,pariṇāyaka 2,pariṇāyakā,AN7.23 (simpl),,therā rattaññū ciraṃ pabbajitā saṅghassa pitaro saṅghassa <b>pariṇāyakā</b>,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks.",
44688,pasāreti 1,pasāreyya,MN152,,seyyathāpi balavā puriso samiñjitaṃ vā bāhaṃ <b>pasāreyya</b>,Just like a strong man would stretch out (his) bent arm or ,
44810,pavaḍḍhati 1,pavaḍḍhati,SN1.47 (simpl),,"ye dadanti upassayaṃ, tesaṃ divā ca ratto ca, sadā puññaṃ <b>pavaḍḍhati</b>","Whoever gives a dwelling, merit increases for them all the time, day and night.",
44846,pavattar 1,pavattāraṃ,DHP76 (simpl),yes,"nidhīnaṃ va <b>pavattāraṃ</b>, vajjadassinaṃ  niggayhavādiṃ medhāviṃ paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure.",
46096,pitar,pitaro,AN7.23 (simpl),,therā rattaññū ciraṃ pabbajitā saṅghassa <b>pitaro</b> saṅghassa pariṇāyakā,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks.",
46098,pitari 1,,SN7.15 (simpl) ,yes,"mātari <b>pitari</b> ca, atho jeṭṭhamhi bhātari. ācariye ca, tesu na mānaṃ karohi. ","Towards mother and father, and after that, towards the eldest brother; and towards the teacher. Do not show conceit towards them.",
57015,saṅghapitar,,AN7.23 (simpl),,therā rattaññū ciraṃ pabbajitā <b>saṅghassa pitaro</b> saṅghassa pariṇāyakā,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks.",
46170,piya 1,piyo,AN10.71,,thero bhikkhu sabrahmacārīnaṃ <b>piyo</b> ca hoti manāpo ca garu ca bhāvanīyo ca.,"An elder monk is dear to [his] fellow monks and pleasant, respected, and worthy of esteem [by them].",
46920,pubbe 1,pubbe,VIN PAT NP 8 (simpl),,"ce so bhikkhu, <b>pubbe</b> appavārito, upasaṅkamissati cīvare vikappaṃ āpajjissati","If that monk, previously uninvited, approaches [there], causes an alteration in a robe",
