id,pali,selected_pali_word,class_source,extra,class_example,english_translation,Class
5532,anekavihita,anekavihitaṃ,MN4,,"<b>anekavihitaṃ</b> pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
46926,pubbenivāsa,pubbenivāsaṃ,MN4,,"anekavihitaṃ <b>pubbenivāsaṃ</b> anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
38426,nivāsa 1.3,,MN4,,"anekavihitaṃ pubbe<b>nivāsaṃ</b> anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
64954,seyyathidaṃ,seyyathidaṃ,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, <b>seyyathidaṃ</b> - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
17376,eka 1,ekam'pi,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - <b>ekam'pi</b> jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
30872,tisso,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo <b>tisso</b>'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
25848,catasso,catasso,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo <b>catasso</b>'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
25849,catu,catasso,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo <b>catasso</b>'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
26068,caturo,catasso,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo <b>catasso</b>'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
32001,dasa 1.1,dasa,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo <b>dasa</b>'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
69959,vīsaṃ,vīsam'pi,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo <b>vīsam'pi</b> jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
26141,cattālīsā,cattālīsam'pi,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo <b>cattālīsam'pi</b> jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
40096,paññāsā,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo <b>paññāsam</b>'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
28271,jātisata,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo <b>jātisatam</b>'pi jātisahassam'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
28280,jātisahassa,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi <b>jātisahassam</b>'pi jātisatasahassam'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
61430,sahassa 1,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jāti<b>sahassam</b>'pi jātisata<b>sahassam</b>'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
28272,jātisatasahassa,,MN4,,"anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyathidaṃ - ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi <b>jātisatasahassam</b>'pi","I recollected manifold past lives, that is, one birth, two births, three births, four births, five births, ten births, twenty births, thirty births, forty births, fifty births, a hundred births, a thousand births, a hundred thousand births",
54513,ratana 1.1,ratanāni,MN91,,"tassa imāni satta <b>ratanāni</b> bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
25684,cakkaratana,cakkaratanaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, <b>cakkaratanaṃ</b>, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
70923,hatthiratana,hatthiratanaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, <b>hatthiratanaṃ</b>, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
10000,assaratana,assaratanaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, <b>assaratanaṃ</b>, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
50867,maṇiratana,maṇiratanaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, <b>maṇiratanaṃ</b>, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
13585,itthiratana,itthiratanaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, <b>itthiratanaṃ</b>, gahapatiratanaṃ, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
24670,gahapatiratana,gahapatiratana,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, <b>gahapatiratanaṃ</b>, pariṇāyakaratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
43451,pariṇāyaka 1,,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, <b>pariṇāyaka</b>ratanaṃ eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
43453,pariṇāyakaratana,pariṇāyakaratana,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, <b>pariṇāyakaratanaṃ</b> eva sattamaṃ.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
57742,sattama 1.1,sattamaṃ,MN91,,"tassa imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanaṃ eva <b>sattamaṃ</b>.","[A Wheel-turning Monarch] has these seven treasures, namely: the wheel treasure, the elephant treasure, the horse treasure, the jewel treasure, the woman treasure, the steward treasure, [and] as the seventh, the counselor treasure.",
39843,pañcamatta,pañcamattehi,SN1.37,,ekaṃ samayaṃ bhagavā sakkesu viharati bhikkhusaṅghena saddhiṃ <b>pañcamattehi</b> bhikkhusatehi sabbeh'eva arahantehi,"On one occasion, the Blessed One was dwelling among the Sakyans. With a community of monks, five hundred monks, all exclusively arahants.",
49933,bhikkhusata,bhikkhusatehi,SN1.37,,ekaṃ samayaṃ bhagavā sakkesu viharati bhikkhusaṅghena saddhiṃ pañcamattehi <b>bhikkhusatehi</b> sabbeh'eva arahantehi,"On one occasion, the Blessed One was dwelling among the Sakyans. With a community of monks, five hundred monks, all exclusively arahants.",
8928,arahant,arahantehi,SN1.37,,ekaṃ samayaṃ bhagavā sakkesu viharati bhikkhusaṅghena saddhiṃ pañcamattehi bhikkhusatehi sabbeh'eva <b>arahantehi</b>,"On one occasion, the Blessed One was dwelling among the Sakyans. With a community of monks, five hundred monks, all exclusively arahants.",
53750,yadidaṃ,yadidaṃ,SN11.3,,"<b>yad'idaṃ</b> cattāri purisayugāni aṭṭha purisapuggalā, esa bhagavato sāvakasaṅgho","This is the community of disciples of the Blessed One, namely, the four pairs of persons, the eight individuals.",
47073,purisayuga 1,purisayugāni,SN11.3,,"yad'idaṃ cattāri <b>purisayugāni</b> aṭṭha purisapuggalā, esa bhagavato sāvakasaṅgho","This is the community of disciples of the Blessed One, namely, the four pairs of persons, the eight individuals.",
47067,purisapuggala,purisapuggalā,SN11.3,,"yad'idaṃ cattāri purisayugāni aṭṭha <b>purisapuggalā</b>, esa bhagavato sāvakasaṅgho","This is the community of disciples of the Blessed One, namely, the four pairs of persons, the eight individuals.",
51857,mahābhūtā,,SN12.2,,"cattāro ca <b>mahābhūtā</b>, catunnaṃ ca <b>mahābhūtānaṃ</b> upādāya rūpaṃ – idaṃ vuccati rūpaṃ.",The four great elements and the material form derived from the four great elements; this is called material form.,
16351,upādāya 2,upādāya,SN12.2,,"cattāro ca mahābhūtā, catunnaṃ ca mahābhūtānaṃ <b>upādāya</b> rūpaṃ – idaṃ vuccati rūpaṃ.",The four great elements and the material form derived from the four great elements; this is called material form.,
32668,dissati 1,dissati,SN12.61,,"<b>dissati</b> ayaṃ, bhikkhave, cātumahābhūtiko kāyo ekaṃ api vassaṁ tiṭṭhamāno dve api vassāni tiṭṭhamāno tīṇi ... cattāri ... pañca ... dasa ... vīsati ... tiṃsaṃ ... cattārīsaṃ api vassāni tiṭṭhamāno paññāsaṃ api vassāni tiṭṭhamāno vassasataṃ api tiṭṭhamāno, bhiyyo api tiṭṭhamāno.","It is observed, monks, [that] this body, composed of the four great elements, is standing just one year, [or] just two years ... three ... four ... five ... ten ... twenty ... thirty ... forty ... fifty [or] remaining one hundred years [or] even remaining more than [that].",
26408,cātumahābhūtika,cātumahābhūtiko,SN12.61,,"dissati ayaṃ, bhikkhave, <b>cātumahābhūtiko</b> kāyo ekaṃ api vassaṁ tiṭṭhamāno dve api vassāni tiṭṭhamāno tīṇi ... cattāri ... pañca ... dasa ... vīsati ... tiṃsaṃ ... cattārīsaṃ api vassāni tiṭṭhamāno paññāsaṃ api vassāni tiṭṭhamāno vassasataṃ api tiṭṭhamāno, bhiyyo api tiṭṭhamāno.","It is observed, monks, [that] this body, composed of the four great elements, is standing just one year, [or] just two years ... three ... four ... five ... ten ... twenty ... thirty ... forty ... fifty [or] remaining one hundred years [or] even remaining more than [that].",
66530,vassa 1.3,vassaṁ,SN12.61,,"dissati ayaṃ, bhikkhave, cātumahābhūtiko kāyo ekaṃ api <b>vassaṁ</b> tiṭṭhamāno dve api vassāni tiṭṭhamāno tīṇi ... cattāri ... pañca ... dasa ... vīsati ... tiṃsaṃ ... cattārīsaṃ api vassāni tiṭṭhamāno paññāsaṃ api vassāni tiṭṭhamāno vassasataṃ api tiṭṭhamāno, bhiyyo api tiṭṭhamāno.","It is observed, monks, [that] this body, composed of the four great elements, is standing just one year, [or] just two years ... three ... four ... five ... ten ... twenty ... thirty ... forty ... fifty [or] remaining one hundred years [or] even remaining more than [that].",
