id,pali,selected_pali_word,class_source,extra,class_example,english_translation,Class
5268,anusāsanī,anusāsanī,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ <b>anusāsanī</b>","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
6389,aparimita,aparimitaṃ,UDa43,,ahaṃ te <b>aparimitaṃ</b> dhanaṃ dassāmi,I will give unlimited wealth to you.,
46492,pucchi,pucchi,SN42.2 (simpl) ,,"alaṃ, gāmaṇi. mā maṃ etaṃ <b>pucchi</b>","That’s enough, leader, do not ask me this!",
12556,ārocesi 1,ārocesi,AN10.93,,"anāthapiṇḍiko gahapati yāvatako ahosi paribbājakehi saddhiṃ kathāsallāpo, taṃ sabbaṃ bhagavato <b>ārocesi</b>.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One.",
10018,assasissati,assasissāmi,MN118 (simpl),,pītiṃ paṭisaṃvedī <b>assasissāmi</b> iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”,
9836,asura 1,asurā,UD45,,<b>asurā</b> mahāsamudde abhiramanti.,Malevolent beings find high pleasure in the great ocean.,
2607,attha 4.2,attha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ <b>attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
1853,aṭṭhi 1.1,aṭṭhi,MN82,,"<b>aṭṭhi</b> tacena onaddhaṃ, saha vatthebhi sobhati.",A bone covered with skin; it looks beautiful with clothes.,
8757,ayaṃ,ayaṃ,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino ahuvattha. <b>ayaṃ</b> vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
49622,bhavissati 1,bhavissati,SN22.33,,taṃ vo pahīnaṃ hitāya sukhāya <b>bhavissati</b>,"[When] that is given up by you, it will be beneficial and comfortable [for you].",
49937,bhikkhusahassa,bhikkhusahassena,SN35.28,,ekaṃ samayaṃ bhagavā gayāyaṃ viharati gayāsīse saddhiṃ <b>bhikkhusahassena</b>.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past),
50370,bhogī 1.1,bhogī,MN48 (simpl),,bhikkhu sabrahmacārīhi saddhiṃ <b>bhogī</b> hoti,The monk is partaking together with (his) fellow monks.,
49006,brahmasama,brahmasamo,SNP31 (simpl),yes,tuvaṃ hi no <b>brahmasamo</b> asi saccaṃ,You are truly for us equal to the Brahma.,
48789,byākarissati,byākarissati,AN6.61,,"yathā no bhagavā <b>byākarissati</b>, tathā naṃ mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind.",
25973,catunnaṃ 2,catunnaṃ,SN56.35 (simpl),,"ahaṃ saha eva sukhena, saha eva somanassena <b>catunnaṃ</b> ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.,
9019,ariyasacca,ariyasacca,SN56.35 (simpl),,"ahaṃ saha eva sukhena, saha eva somanassena catunnaṃ <b>ariyasaccānaṃ</b> abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.,
32103,dassati 1.1,dassāmi,UDa43,,ahaṃ te aparimitaṃ dhanaṃ <b>dassāmi</b>,I will give unlimited wealth to you.,
32162,dava 1.1,davāya,MN2.4,,"neva <b>davāya</b>, na madāya, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance.",
33987,desita 1,desito,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca <b>desito</b> vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you.",
29171,ḍeti,ḍeti,MN51 (simpl),,pakkhī sakuṇo <b>ḍeti</b>.,"The bird, [one] with wings, flies...",
34539,dhana 1,dhanaṃ,UDa43,,ahaṃ te aparimitaṃ <b>dhanaṃ</b> dassāmi,I will give unlimited wealth to you.,
35137,dhāressati,dhāressāma,AN6.61,,"yathā no bhagavā byākarissati, tathā naṃ mayaṃ <b>dhāressāma</b>","As the Blessed One will explain [it] to us, so we will keep that in mind.",
17690,ekaṃ samayaṃ,ekaṃ samayaṃ,SN35.28,,<b>ekaṃ samayaṃ</b> bhagavā gayāyaṃ viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past),
17820,ekodi,ekodiṃ,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ</b> karohi","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!",
17829,ekodiṃ karoti,ekodiṃ karohi,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ karohi</b>","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!",
17897,etaṃ 2,etaṃ,SN42.2 (simpl),,"alaṃ, gāmaṇi. mā maṃ <b>etaṃ</b> pucchi","That's enough, leader, do not ask me this!",
18051,eva 1,eva,SN56.35 (simpl),,"ahaṃ saha <b>eva</b> sukhena, saha <b>eva</b> somanassena catunnaṃ ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.,
24039,gaccha 1,gaccha,VIN PAT PC 42,yes,"<b>gaccha</b> āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you.",
24765,gāmaṇi,gāmaṇi,SN42.2 (simpl),,"alaṃ, <b>gāmaṇi</b>. mā maṃ etaṃ pucchi","That's enough, leader, do not ask me this!",
24443,gamissati 1,gamissāmi,MN82 (simpl),,ahaṃ yathākammaṃ <b>gamissāmi</b>,I will go according to my actions.,
24609,gavesī 1,gavesino,TH251 (simpl),yes,"alaṃ bālassa mohāya, no pāraṃ <b>gavesino</b>",It is enough for the delusion of a fool not for one seeking Nibbāna.,
24477,gayāsīsa,gayāsīse,SN35.28,,ekaṃ samayaṃ bhagavā gayāyaṃ viharati <b>gayāsīse</b> saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past),
24474,gayā 1,gayāyaṃ,SN35.28,,ekaṃ samayaṃ bhagavā <b>gayāyaṃ</b> viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past),
71224,hita 3,hitāya,SN22.33,,taṃ vo pahīnaṃ <b>hitāya</b> sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you].",
71489,hotu 1,hotu,SN22.59,,evaṃ me rūpaṃ <b>hotu</b>! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus.",
28813,jhāyati 1.2,jhāyatha,MN19 (simpl),yes,"<b>jhāyatha</b>, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
19911,kadariya 2,kadariyaṃ,DHP223 (simpl),yes,"jina <b>kadariyaṃ</b> dānena, jina saccena alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.,
20233,kamma 1,kammaṃ,SN10.5,,mā akāsi pāpakaṃ <b>kammaṃ</b>,Do not do an evil deed.,
21288,kāra 1,kārā,SN12.22 (simpl),,<b>kārā</b> amhesu mahapphalā bhavissanti,Services (done) to us could be of great fruits.,
19850,kathā 1,kathā,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ <b>kathā</b> vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you.",
19867,kathāsallāpa,kathāsallāpo,AN10.93,,"anāthapiṇḍiko gahapati yāvatako ahosi paribbājakehi saddhiṃ <b>kathāsallāpo</b>, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One.",
21224,kāyasamācāra,kāyasamācāro,MN39,,parisuddho no <b>kāyasamācāro</b> bhavissati.,Our bodily behavior will be pure/purified.,
23320,khaṇati,khaṇati,VIN PAT PC 10 (simpl),,bhikkhu paṭhaviṃ na <b>khaṇati</b>,A monk does not dig up the ground.,
21951,kiṃ nu,kiṃ nu,SN21.9,,<b>kiṃ nu</b> kujjhasi? mā kujjhi!,Why indeed are you getting angry? Don't be angry!,
22182,kujjhati,kujjhasi,SN21.9,,kiṃ nu <b>kujjhasi</b>? mā kujjhi!,Why indeed are you getting angry? Don't be angry!,
22188,kujjhi,kujjhi,SN21.9,,kiṃ nu kujjhasi? mā <b>kujjhi</b>!,Why indeed are you getting angry? Don't be angry!,
22528,kula 1,kulāni,AN7.61,,na uccāsoṇḍaṃ paggahetvā <b>kulāni</b> upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]",
22222,kuṭivatthu,kuṭivatthussa,VIN1.2.6,,bhikkhu saṅghaṃ <b>kuṭivatthussa</b> olokanaṃ yācati,A monk asks the Community to check the place of the hut.,
52131,mā 1.1,mā,DN16.32,,alaṃ ānanda <b>mā</b> soci <b>mā</b> paridevi,"Stop Ānanda, don't cry, don't lament!",
52124,mā ahesuṃ,mā ahesuṃ,SN22.59,,evaṃ me saṅkhārā hontu! evaṃ me saṅkhārā <b>mā ahesuṃ</b>!,"Let my volitional formations be thus, let my volitional formations not be thus.",
52125,mā ahosi,mā ahosi,SN22.59,,evaṃ me rūpaṃ hotu! evaṃ me rūpaṃ <b>mā ahosi</b>!,"Let my body be thus, let my body not be thus.",
52135,mākāsi,mā akāsi,SN10.5,,<b>m'ākāsi</b> pāpakaṃ kammaṃ,Do not do an evil deed.,
52127,mā kho tumhe eso ajesi,mā kho tumhe eso ajesi,VIN5.1.1,,<b>mā kho tumhe eso ajesi</b>.,Do not indeed let this [person] defeat you.,
52128,mā pacchā vippaṭisārino ahuvattha,mā pacchā vippaṭisārino ahuvattha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, <b>mā pacchā vippaṭisārino ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
52129,mā pamādattha,mā pamādaṃ attha,MN19 (simpl),yes,"jhāyatha, bhikkhave, <b>mā pamādaṃ attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
51004,mada 1,madāya,MN2.4,,"neva davāya, na <b>madāya</b>, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance.",
51609,mahapphala,mahapphalā,SN12.22 (simpl),,kārā amhesu <b>mahapphalā</b> bhavissanti,Services (done) to us could be of great fruits.,
51943,mahāsamudda,mahāsamudde,UD45,,asurā <b>mahāsamudde</b> abhiramanti.,Malevolent beings find high pleasure in the great ocean.,
51387,mama 2,mama,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca desito vo <b>mama</b> accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you.",
51391,mamaccayena,mama accayena,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca desito vo <b>mam'accayena</b> satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you.",
50879,maṇḍana,maṇḍanāya,MN2.4,,"neva davāya, na madāya, na <b>maṇḍanāya</b>, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance.",
51429,mayā 1,mayā,DN16.36 (simpl),,vo <b>mayā</b> dhammo ca vinayo ca desito vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you.",
53167,me 5,me,SN22.59,,evaṃ <b>me</b> rūpaṃ hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus.",
53165,me 3,me,VIN PAT PC 42 ,yes,"gaccha āvuso, na <b>me</b> tayā saddhiṃ kathā vā nisajjā vā phāsu hoti ","Go away, friend, for me there is no comfort talking or sitting down together with you.",
52532,migadāya 1,migadāye,DN14.13 (simpl),,bhagavā <b>migadāye</b> pāturahosi,The Blessed One appeared in the deer park.,
35345,na 1,na,MN74,,"n'eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, <b>na</b> adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation.",
36396,nābhijānāti 1,n'ābhijānāmi,SNP70,yes,"te diṭṭhiṃ <b>n'ābhijānāmi</b>, gotamassa yasassino.",I don't understand your view; [the view] of the famous Gotama.,
36019,naṃ,naṃ,AN6.61,,"yathā no bhagavā byākarissati, tathā <b>naṃ</b> mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind.",
28910,ñāti,ñātīnaṃ,KHP7,,"idaṃ vo <b>ñātīnaṃ</b> hotu, sukhitā hontu <b>ñātayo</b>.",May this be for your relatives; may [your] relatives be happy.,
38743,neti 1.1,neti,TH195,,"adhammo nirayaṃ <b>neti</b>, dhammo pāpeti suggatiṃ","False teaching leads to no good fortune, the Teaching leads to a good destination.",
38823,neva 1,n'eva,MN74,,"<b>n'eva</b> tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, na adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation.",
38161,nisajjā 1,nisajjā,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ kathā vā <b>nisajjā</b> vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you.",
38886,no 2.1,no,AN6.61 ,,"yathā <b>no</b> bhagavā byākarissati, tathā naṃ mayaṃ dhāressāma ","As the Blessed One will explain [it] to us, so we will keep that in mind.",
38883,no 1.1,no,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, <b>no</b> visaṃyogāya.","These things lead to attachment, not to detachment.",
38889,no 2.4,no,MN39,,parisuddho <b>no</b> ājīvo bhavissati,Our lifestyle should be purified.,
38888,no 2.3,no,SNP31 (simpl)  ,yes,tuvaṃ hi <b>no</b> brahmasamo asi saccaṃ ,You are truly for us equal to the Brahma.,
18303,okirati,okiranti,DN16.27 (simpl),,pupphā tathāgatassa sarīraṃ <b>okiranti</b>,Flowers are sprinkled on the dead body of the Tathāgata.,
18943,olokana,olokanaṃ,VIN1.2.6,,bhikkhu saṅghaṃ kuṭivatthussa <b>olokanaṃ</b> yācati,A monk asks the Community to check the place of the hut.,
18658,onaddha,onaddhaṃ,MN82,,"aṭṭhi tacena <b>onaddhaṃ</b>, saha vatthebhi sobhati.",A bone covered with skin; it looks beautiful with clothes.,
18562,ottappī,ottappino,AN7.25,,bhikkhū <b>ottappino</b> bhavissanti,The monks will become conscientious.,
39300,paccakkhāna,paccakkhānaṃ,MN82,,"āyasmā raṭṭhapālo n'eva dānaṃ alattha na <b>paccakkhānaṃ</b>, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse.",
39600,pacchā 1,pacchā,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā <b>pacchā</b> vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
39211,paggahetvā 2,paggahetvā,AN7.61,,na uccāsoṇḍaṃ <b>paggahetvā</b> kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]",
45133,pahīna,pahīnaṃ,SN22.33,,taṃ vo <b>pahīnaṃ</b> hitāya sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you].",
39162,pakkhī 1,pakkhī,MN51 (simpl),,<b>pakkhī</b> sakuṇo ḍeti.,"The bird, [one] with wings, flies...",
42686,pamāda 1,pamādaṃ,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
42705,pamādi,pamādaṃ,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you.",
45580,pāpaka 1.1,pāpakaṃ,SN10.5,,mā akāsi <b>pāpakaṃ</b> kammaṃ,Do not do an evil deed.,
45676,pāpeti 1.1,pāpeti,TH195,,"adhammo nirayaṃ neti, dhammo <b>pāpeti</b> suggatiṃ","False teaching leads to no good fortune, the Teaching leads to a good destination.",
45726,pāra 1.1,pāraṃ,TH251 (simpl),yes,"alaṃ bālassa mohāya, no <b>pāraṃ</b> gavesino",It is enough for the delusion of a fool not for one seeking Nibbāna.,
43547,paridevi,paridevi,DN16.32,,alaṃ ānanda mā soci mā <b>paridevi</b>,"Stop Ānanda, don't cry, don't lament!",
44133,parisuddha 1,parisuddho,MN39,,<b>parisuddho</b> no ājīvo bhavissati,Our lifestyle should be purified.,
44776,passasissati,passasissāmi,MN118 (simpl),,aniccaṃ anupassī <b>passasissāmi</b> iti sikkhati,"One trains thus: “I will breathe out, observing impermanence.”",
41510,paṭhavī,paṭhaviṃ,VIN PAT PC 10 (simpl),,bhikkhu <b>paṭhaviṃ</b> na khaṇati,A monk does not dig up the ground.,
40897,paṭisaṃvedī,paṭisaṃvedī,MN118 (simpl),,pītiṃ <b>paṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”,
45462,pāturahosi,pāturahosi,DN14.13 (simpl),,bhagavā migadāye <b>pāturahosi</b>,The Blessed One appeared in the deer park.,
47718,phāsu 2,phāsu,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ kathā vā nisajjā vā <b>phāsu</b> hoti","Go away, friend, for me there is no comfort talking or sitting down together with you.",
46392,pīti 1.1,pītiṃ,MN118 (simpl),,<b>pītiṃ</b> paṭisaṃvedī assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”,
46397,pītipaṭisaṃvedī,pītiṃ paṭisaṃvedī,MN118 (simpl),,<b>pītipaṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”,
46781,puppha 1,pupphā,DN16.27 (simpl),,<b>pupphā</b> tathāgatassa sarīraṃ okiranti,Flowers are sprinkled on the dead body of the Tathāgata.,
54498,raṭṭhapāla,raṭṭhapālo,MN82,,"āyasmā <b>raṭṭhapālo</b> n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse.",
55151,rūpa 1,rūpaṃ,SN22.59,,evaṃ me <b>rūpaṃ</b> hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus.",
59068,sabrahmacārī,sabrahmacārīhi,MN48 (simpl),,bhikkhu <b>sabrahmacārīhi</b> saddhiṃ bhogī hoti,The monk is partaking together with (his) fellow monks.,
57160,saccaṃ,saccaṃ,SNP31 (simpl),yes,tuvaṃ hi no brahmasamo asi <b>saccaṃ</b>,You are truly for us equal to the Brahma.,
58108,saddhiṃ,saddhiṃ,AN3.21,,upasaṅkamitvā āyasmatā sāriputtena <b>saddhiṃ</b> sammodiṃsu,They approached and had polite conversation with venerable Sariputta.,
61362,saha 1.2,saha,SN56.35 (simpl),,"ahaṃ <b>saha</b> eva sukhena, saha eva somanassena catunnaṃ ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.,
56363,sakuṇa,sakuṇo,MN51 (simpl),,pakkhī <b>sakuṇo</b> ḍeti.,"The bird, [one] with wings, flies...",
60048,samudda,samudde,UD45,,asurā mahā<b>samudde</b> abhiramanti.,Malevolent beings find high pleasure in the great ocean.,
61676,saṃyoga 2,saṃyogāya,AN8.53,,"ime dhammā <b>saṃyogāya</b> saṃvattanti, no visaṃyogāya.","These things lead to attachment, not to detachment.",
57518,saṇṭhapeti,saṇṭhapehi,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ <b>saṇṭhapehi</b>, jhāne cittaṃ ekodiṃ karohi","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!",
61086,sarīra 1,sarīraṃ,DN16.27 (simpl),,pupphā tathāgatassa <b>sarīraṃ</b> okiranti,Flowers are sprinkled on the dead body of the Tathāgata.,
62712,sikkhati 2,sikkhati,MN118 (simpl),,pītiṃ paṭisaṃvedī assasissāmi iti <b>sikkhati</b>.,One trains thus: “I will breathe in experiencing delight.”,
