id,pali,selected_pali_word,class_source,extra,class_example,english_translation,Class
10480,avikkhepa,avikkhepo,AN2.89,,"dve'me, bhikkhave, dhammā. katame dve? paggāho ca <b>avikkhepo</b> ca.",Monks there are these two things. What two? Effort and tranquility.,
34490,dve'me,dve'me,AN2.89,,"<b>dve'me</b>, bhikkhave, dhammā. katame dve? paggāho ca avikkhepo ca.",Monks there are these two things. What two? Effort and tranquility.,
34379,dvi,dve,AN2.89,,"<b>dve</b>'me, bhikkhave, dhammā. katame <b>dve</b>? paggāho ca avikkhepo ca.",Monks there are these two things. What two? Effort and tranquility.,
39215,paggāha 1,paggāho,AN2.89,,"dve'me, bhikkhave, dhammā. katame dve? <b>paggāho</b> ca avikkhepo ca.",Monks there are these two things. What two? Effort and tranquility.,
5056,anumodati 1,anumodāmi,AN4.35,,"neva kho tyāhaṃ, brāhmaṇa, <b>anumodāmi</b> na paṭikkosāmi.","I neither agree with you, Brahmin, nor do I disagree with you.",
48906,brahma 4,brāhmaṇa,AN4.35,,"neva kho tyāhaṃ, <b>brāhmaṇa</b>, anumodāmi na paṭikkosāmi.","I neither agree with you, Brahmin, nor do I disagree with you.",
40276,paṭikkosati,paṭikkosāmi,AN4.35,,"neva kho tyāhaṃ, brāhmaṇa, anumodāmi na <b>paṭikkosāmi</b>.","I neither agree with you, Brahmin, nor do I disagree with you.",
31376,tyāhaṃ 3,tyāhaṃ,AN4.35,,"neva kho <b>tyāhaṃ</b>, brāhmaṇa, anumodāmi na paṭikkosāmi.","I neither agree with you, Brahmin, nor do I disagree with you.",
21824,kiriyā 1,,AN4.45,,"na cāhaṃ, āvuso, appatvāva lokassa antaṃ dukkhassa anta<b>kiriyaṃ</b> vadāmi.","But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering.",
5642,anta 1,antaṃ,AN4.45,,"na cāhaṃ, āvuso, appatvāva lokassa <b>antaṃ</b> dukkhassa antakiriyaṃ vadāmi.","But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering.",
5651,antakiriyā,antakiriyaṃ,AN4.45,,"na cāhaṃ, āvuso, appatvāva lokassa antaṃ dukkhassa <b>antakiriyaṃ</b> vadāmi.","But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering.",
6916,appatvā 1,appatvāva,AN4.45,,"na cāhaṃ, āvuso, <b>appatvāva</b> lokassa antaṃ dukkhassa antakiriyaṃ vadāmi.","But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering.",
26516,cāhaṃ 1,cāhaṃ,AN4.45,,"na <b>cāhaṃ</b>, āvuso, appatvāva lokassa antaṃ dukkhassa antakiriyaṃ vadāmi.","But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering.",
3543,anatīta,anatīto,AN5.57,,"maraṇadhammomhi, maraṇaṃ <b>anatīto</b>ti abhiṇhaṃ paccavekkhitabbaṃ itthiyā vā purisena vā gahaṭṭhena vā pabbajitena vā.","“I am of the nature to die, I have not overcome death,” should be reflected on often by a woman or a man, a householder or a renunciant.",
24623,gahaṭṭha,gahaṭṭhena,AN5.57,,"maraṇadhammomhi, maraṇaṃ anatītoti abhiṇhaṃ paccavekkhitabbaṃ itthiyā vā purisena vā <b>gahaṭṭhena</b> vā pabbajitena vā.","“I am of the nature to die, I have not overcome death,” should be reflected on often by a woman or a man, a householder or a renunciant.",
51454,maraṇadhammomhi,maraṇadhammomhi,AN5.57,,"<b>maraṇadhammomhi</b>, maraṇaṃ anatītoti abhiṇhaṃ paccavekkhitabbaṃ itthiyā vā purisena vā gahaṭṭhena vā pabbajitena vā.","“I am of the nature to die, I have not overcome death,” should be reflected on often by a woman or a man, a householder or a renunciant.",
38817,neso 1,neso,AN8.53,,<b>neso</b> dhammo neso vinayo netaṃ satthusāsananti,"This is not the teaching, this is not the discipline, this is not the teacher's instruction.",
38738,neta,netaṃ,AN8.53,,neso dhammo neso vinayo <b>netaṃ</b> satthusāsananti,"This is not the teaching, this is not the discipline, this is not the teacher's instruction.",
57920,satthusāsana,satthusāsananti,AN8.53,,neso dhammo neso vinayo netaṃ <b>satthusāsananti</b>,"This is not the teaching, this is not the discipline, this is not the teacher's instruction.",
6659,api 1.3,,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'<b>pi</b> rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
5491,anūhata,anūhate,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye <b>anūhate</b>, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
4673,anupaddava,anupaddave,DHP338,yes,"yathā'pi mūle <b>anupaddave</b> daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
32937,dukkhamidaṃ,,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī <b>dukkham'idaṃ</b> punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
53633,yathāpi,yathā'pi,DHP338,yes,"<b>yathā'pi</b> mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
27668,chinna 2,chinno,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, <b>chinno</b>'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
32201,daḷha 1,daḷhe,DHP338,yes,"yathā'pi mūle anupaddave <b>daḷhe</b>, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
37529,nibbattati 1,nibbattatī,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi taṇh'ānusaye anūhate, <b>nibbattatī</b> dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
46763,punareva,puna'r'eva,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho <b>puna'r'eva</b> rūhati, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
55337,rūhati 1,rūhati,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva <b>rūhati</b>, evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
29376,taṇhānusaya,taṇh'ānusaye,DHP338,yes,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho puna'r'eva rūhati, evam'pi <b>taṇh'ānusaye</b> anūhate, nibbattatī dukkham'idaṃ punappunaṃ.","Just as when a root is free from danger and strong, even if the tree is cut down, it grows again; similarly, when the underlying tendency of craving is not uprooted, suffering arises again and again.",
53847,yassa 3,,DHP389,yes,"na brāhmaṇassa pahareyya, n'āssa muñcetha brāhmaṇo, dhī brāhmaṇassa hantāraṃ, tato dhī <b>y'assa</b> muñcati.","One should not strike a brahmin, (but) a brahmin should not get angry with that one (who hits him); woe on the striker of a brahmin! More woe on him, whoever gets angry with one (who hits him)!",
35158,dhī,dhī,DHP389,yes,"na brāhmaṇassa pahareyya, n'āssa muñcetha brāhmaṇo, <b>dhī</b> brāhmaṇassa hantāraṃ, tato dhī y'assa muñcati.","One should not strike a brahmin, (but) a brahmin should not get angry with that one (who hits him); woe on the striker of a brahmin! More woe on him, whoever gets angry with one (who hits him)!",
70984,hantar 1,hantāraṃ,DHP389,yes,"na brāhmaṇassa pahareyya, n'āssa muñcetha brāhmaṇo, dhī brāhmaṇassa <b>hantāraṃ</b>, tato dhī y'assa muñcati.","One should not strike a brahmin, (but) a brahmin should not get angry with that one (who hits him); woe on the striker of a brahmin! More woe on him, whoever gets angry with one (who hits him)!",
52851,muñcati 2,muñcetha,DHP389,yes,"na brāhmaṇassa pahareyya, n'āssa <b>muñcetha</b> brāhmaṇo, dhī brāhmaṇassa hantāraṃ, tato dhī y'assa muñcati.","One should not strike a brahmin, (but) a brahmin should not get angry with that one (who hits him); woe on the striker of a brahmin! More woe on him, whoever gets angry with one (who hits him)!",
36583,nāssa 2.1,n'āssa,DHP389,yes,"na brāhmaṇassa pahareyya, <b>n'āssa</b> muñcetha brāhmaṇo, dhī brāhmaṇassa hantāraṃ, tato dhī y'assa muñcati.","One should not strike a brahmin, (but) a brahmin should not get angry with that one (who hits him); woe on the striker of a brahmin! More woe on him, whoever gets angry with one (who hits him)!",
