id,pali,selected_pali_word,class_source,extra,class_example,english_translation,Class
62746,sikkhāpada,sikkhāpadesu,MN107 (simpl),,"aṇumattesu vajjesu bhayaṃ dassāvī, samādāya sikkhāhi <b>sikkhāpadesu</b>","Seeing danger in the slightest fault, train yourself [by] undertaking the training precepts.",
12462,ārāma 3,ārāmo,MN13,,"atha kho tesaṃ bhikkhūnaṃ etadahosi, atippago sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena paribbājakānaṃ <b>ārāmo</b> tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
2211,atippago,atippago,MN13,,"atha kho tesaṃ bhikkhūnaṃ etadahosi, <b>atippago</b> sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena paribbājakānaṃ ārāmo tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
26308,carituṃ 1.2,carituṃ,MN13,,"atha kho tesaṃ bhikkhūnaṃ etadahosi, atippago sāvatthiyaṃ piṇḍāya <b>carituṃ</b>, yaṃ nūna mayaṃ yena paribbājakānaṃ ārāmo tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
26310,caritvā 1.1,caritvā,MN13,,atha kho te bhikkhū sāvatthiyaṃ piṇḍāya <b>caritvā</b>,"After that, those monks, having walked for alms food in Sāvatthi",
46071,piṇḍāya,piṇḍāya,MN13,,atha kho te bhikkhū sāvatthiyaṃ <b>piṇḍāya</b> caritvā,"After that, those monks, having walked for alms food in Sāvatthi",
62659,sāvatthī,sāvatthiyaṃ,MN13,,"atha kho tesaṃ bhikkhūnaṃ etadahosi, atippago <b>sāvatthiyaṃ</b> piṇḍāya carituṃ, yaṃ nūna mayaṃ yena paribbājakānaṃ ārāmo tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
31315,tesaṃ 1,tesaṃ,MN13,,"atha kho <b>tesaṃ</b> bhikkhūnaṃ etadahosi, atippago sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena paribbājakānaṃ ārāmo tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
53886,yaṃnūna,yaṃ nūna,MN13,,"atha kho tesaṃ bhikkhūnaṃ etadahosi, atippago sāvatthiyaṃ piṇḍāya carituṃ, <b>yaṃnūna</b> mayaṃ yena paribbājakānaṃ ārāmo tena upasaṅkameyyāmā'ti","And then, this [thought] occurred to those monks: It's too early to walk for alms in Sāvatthi. Let us approach the park of the wandering ascetics.",
9903,asmi,asmi,MN2.2,,ahaṃ nu kho <b>asmi</b>? no nu kho asmi? kiṃ nu kho asmi? kathaṃ nu kho asmi? ayaṃ nu kho satto kuto āgato? so kuhiṃ gāmī bhavissati iti?,"""Am I? Am I not? What am I? How am I? From where has this living being come? Where will he be heading?""",
24819,gāmī 2,,MN2.2,,ahaṃ nu kho asmi? no nu kho asmi? kiṃ nu kho asmi? kathaṃ nu kho asmi? ayaṃ nu kho satto kuto āgato? so kuhiṃ <b>gāmī</b> bhavissati iti?,"""Am I? Am I not? What am I? How am I? From where has this living being come? Where will he be heading?""",
19830,kathaṃ 1,,MN2.2,,ahaṃ nu kho asmi? no nu kho asmi? kiṃ nu kho asmi? <b>kathaṃ</b> nu kho asmi? ayaṃ nu kho satto kuto āgato? so kuhiṃ gāmī bhavissati iti?,"""Am I? Am I not? What am I? How am I? From where has this living being come? Where will he be heading?""",
22733,kuhiṃ,kuhiṃ,MN2.2,,ahaṃ nu kho asmi? no nu kho asmi? kiṃ nu kho asmi? kathaṃ nu kho asmi? ayaṃ nu kho satto kuto āgato? so <b>kuhiṃ</b> gāmī bhavissati iti?,"""Am I? Am I not? What am I? How am I? From where has this living being come? Where will he be heading?""",
22295,kuto 1,kuto,MN2.2,,ahaṃ nu kho asmi? no nu kho asmi? kiṃ nu kho asmi? kathaṃ nu kho asmi? ayaṃ nu kho satto <b>kuto</b> āgato? so kuhiṃ gāmī bhavissati iti?,"""Am I? Am I not? What am I? How am I? From where has this living being come? Where will he be heading?""",
18110,evameva kho,evam'eva kho,MN22,,"<b>evam'eva kho</b>, bhikkhave, kull'ūpamo mayā dhammo desito nittharaṇ'atthāya, no gahaṇ'atthāya.","Monks, the Dhamma explained by me [is] similar to a raft, it is for the purpose of crossing over and not holding onto.",
24636,gahaṇatthāya,gahaṇ'atthāya,MN22,,"evam'eva kho, bhikkhave, kull'ūpamo mayā dhammo desito nittharaṇ'atthāya, no <b>gahaṇ'atthāya</b>.","Monks, the Dhamma explained by me [is] similar to a raft, it is for the purpose of crossing over and not holding onto.",
22605,kullūpama,kull'ūpamo,MN22,,"evam'eva kho, bhikkhave, <b>kull'ūpamo</b> mayā dhammo desito nittharaṇ'atthāya, no gahaṇ'atthāya.","Monks, the Dhamma explained by me [is] similar to a raft, it is for the purpose of crossing over and not holding onto.",
37153,nittharaṇatthāya,nittharaṇ'atthāya,MN22,,"evam'eva kho, bhikkhave, kull'ūpamo mayā dhammo desito <b>nittharaṇ'atthāya</b>, no gahaṇ'atthāya.","Monks, the Dhamma explained by me [is] similar to a raft, it is for the purpose of crossing over and not holding onto.",
526,agāra 1,agāraṃ,MN27,,na sukaraṃ <b>agāraṃ</b> ajjhāvasatā ek'antaparipuṇṇaṃ ek'antaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ.,"It is not easy [for] one domestically settled at home to live the completely perfect, completely pure holy life, polished like mother-of-pearl.",
1359,ajjhāvasatar,,MN27,,na sukaraṃ agāraṃ <b>ajjhāvasatā</b> ek'antaparipuṇṇaṃ ek'antaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ.,"It is not easy [for] one domestically settled at home to live the completely perfect, completely pure holy life, polished like mother-of-pearl.",
