id,pali,selected_pali_word,sutta_number,sutta_name,class_example
34875,dhammasaraṇa,dhammasaraṇā,sn47.9,gilānasuttaṃ,"attadīpā viharatha attasaraṇā anaññasaraṇā, dhammadīpā <b>dhammasaraṇā</b> anaññasaraṇā."
38156,nisajja,,sn47.20,janapadakalyāṇīsuttaṃ,"<b>nisajja</b> kho āyasmā ānando sirivaḍḍhaṃ gahapatiṃ etadavoca, kacci te, gahapati, khamanīyaṃ kacci yāpanīyaṃ, kacci dukkhā vedanā paṭikkamanti, no abhikkamanti; paṭikkamosānaṃ paññāyati, no abhikkamoti?"
38493,nivesetabba,nivesetabbā,sn47.4,sālasuttaṃ,"ye te, bhikkhave, bhikkhū navā acirapabbajitā adhun'āgatā imaṃ dhammavinayaṃ, te vo, bhikkhave, bhikkhū catunnaṃ satipaṭṭhānānaṃ bhāvanāya samādapetabbā <b>nivesetabbā</b> patiṭṭhāpetabbā."
39074,pakkamati 1,pakkamati,sn47.7,makkaṭasuttaṃ,"tam'enaṃ, bhikkhave, luddo vijjhitvā tasmiṃ'y'eva kaṭṭhakat'aṅgāre avassajjetvā yena kāmaṃ <b>pakkamati</b>."
41814,patirūpa,patirūpaṃ,sn47.9,gilānasuttaṃ,"na kho me taṃ <b>patirūpaṃ</b>, yo'haṃ anāmantetvā upaṭṭhāke anapaloketvā bhikkhusaṅghaṃ parinibbāyeyyaṃ."
43414,pariññāya,pariññāya,sn47.4,sālasuttaṃ,"ye'pi te, bhikkhave, bhikkhū sekhā appattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti, te'pi kāye kāy'ānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, kāyassa <b>pariññāya</b>, vedanāsu vedanānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, vedanānaṃ pariññāya, citte cittānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, cittassa pariññāya, dhammesu dhammānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, dhammānaṃ pariññāya."
44325,pariharati 3,pariharissāmī,sn47.9,gilānasuttaṃ,"tathāgatassa kho, ānanda, na evaṃ hoti, ahaṃ bhikkhusaṅghaṃ <b>pariharissāmī</b>'ti vā, mam'uddesiko bhikkhusaṅgho'ti vā."
48407,bāḷhagilāna,,sn47.29,sirivaḍḍhasuttaṃ,tena kho pana samayena sirivaḍḍho gahapati ābādhiko hoti dukkhito <b>bāḷhagilāno</b>.
50827,maññe,maññe,sn47.9,gilānasuttaṃ,"seyyathā'pi, ānanda, jajjarasakaṭaṃ veḷumissakena yāpeti, evam'eva kho, ānanda, veḷumissakena <b>maññe</b> tathāgatassa kāyo yāpeti."
53542,yattha,yattha,sn47.7,makkaṭasuttaṃ,"atthi, bhikkhave, himavato pabbatarājassa duggā visamā desā, <b>yattha</b> n'eva makkaṭānaṃ cārī na manussānaṃ."
53841,yasmiṃ 1,yasmiṃ,sn47.9,gilānasuttaṃ,"<b>yasmiṃ</b>, ānanda, samaye tathāgato sabbanimittānaṃ amanasikārā ekaccānaṃ vedanānaṃ nirodhā animittaṃ cetosamādhiṃ upasampajja viharati, phāsutaro, ānanda, tasmiṃ samaye tathāgatassa kāyo hoti."
53888,yaṃnūnāhaṃ,yaṃnūn'āhaṃ,sn47.9,gilānasuttaṃ,<b>yaṃnūn'āhaṃ</b> imaṃ ābādhaṃ vīriyena paṭipaṇāmetvā jīvitasaṅkhāraṃ adhiṭṭhāya vihareyyan'ti.
55722,lābha 1,lābhañ,sn47.19,sedakasuttaṃ,"evaṃ mayaṃ attaguttā attarakkhitā sippāni c'eva dassessāma, <b>lābhañ</b>'ca lacchāma, sotthinā ca caṇḍālavaṃsā orohissāmā'ti."
59264,samatikkama,samatikkamāya,sn47.1,ambapālisuttaṃ,"ek'āyano ayaṃ, bhikkhave, maggo sattānaṃ visuddhiyā sokaparidevānaṃ <b>samatikkamāya</b> dukkhadomanassānaṃ atthaṅ'gamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya, yadidaṃ, cattāro satipaṭṭhānā."
64800,sekha 1,sekhā,sn47.4,sālasuttaṃ,"ye'pi te, bhikkhave, bhikkhū <b>sekhā</b> appattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti, te'pi kāye kāy'ānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, kāyassa pariññāya, vedanāsu vedanānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, vedanānaṃ pariññāya, citte cittānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, cittassa pariññāya, dhammesu dhammānupassino viharanti ātāpino sampajānā ekodibhūtā vippasannacittā samāhitā ek'aggacittā, dhammānaṃ pariññāya."
65095,sokaparideva,sokaparidevānaṃ,sn47.1,ambapālisuttaṃ,"ek'āyano ayaṃ, bhikkhave, maggo sattānaṃ visuddhiyā <b>sokaparidevānaṃ</b> samatikkamāya dukkhadomanassānaṃ atthaṅ'gamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya, yadidaṃ, cattāro satipaṭṭhānā."
69305,visuddhi 1.1,visuddhiyā,sn47.1,ambapālisuttaṃ,"ek'āyano ayaṃ, bhikkhave, maggo sattānaṃ <b>visuddhiyā</b> sokaparidevānaṃ samatikkamāya dukkhadomanassānaṃ atthaṅ'gamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya, yadidaṃ, cattāro satipaṭṭhānā."
69716,vihāsi 1,vihāsi,sn47.9,gilānasuttaṃ,atha kho bhagavā taṃ ābādhaṃ vīriyena paṭipaṇāmetvā jīvitasaṅkhāraṃ adhiṭṭhāya <b>vihāsi</b>.
70487,vesālī,vesāliyaṃ,sn47.1,ambapālisuttaṃ,"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>vesāliyaṃ</b> viharati ambapālivane."
70536,veḷu 1,,sn47.9,gilānasuttaṃ,"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā vesāliyaṃ viharati <b>veḷu</b>vagāmake."
70557,veḷuvana,,sn47.9,gilānasuttaṃ,"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā vesāliyaṃ viharati <b>veḷuva</b>gāmake."
70807,hattha 1,hatthaṃ,sn47.7,makkaṭasuttaṃ,<b>hatthaṃ</b> mocessāmī'ti dutiyena hatthena gaṇhāti.
