id,pali,selected_pali_word,sutta_number,sutta_name,class_example
8335,abhivādetvā,abhivādetvā,sn22.63,upādiyamānasuttaṃ,"atha kho aññataro bhikkhu yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ <b>abhivādetvā</b> ekam'antaṃ nisīdi."
3037,addhuva,addhuvā,sn22.78,sīhasuttaṃ,"asassatāva kira, bho, mayaṃ samānā sassat'amhā'ti amaññimha. mayam'pi kira, bho, aniccā <b>addhuvā</b> asassatā sakkāyapariyāpannā'ti."
4140,aniccasaññā,aniccasaññā,sn22.102,aniccasaññāsuttaṃ,"<b>aniccasaññā</b>, bhikkhave, bhāvitā bahulīkatā sabbaṃ kāmarāgaṃ pariyādiyati, sabbaṃ rūparāgaṃ pariyādiyati, sabbaṃ bhavarāgaṃ pariyādiyati, sabbaṃ avijjaṃ pariyādiyati, sabbaṃ asmimānaṃ samūhanati."
6258,apara 1,,sn22.59,anattalakkhaṇasuttaṃ,"khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, n'<b>āparaṃ</b> itthattāyā'ti pajānātī'ti."
8993,ariyadhamma 2,ariyadhammassa,sn22.82,puṇṇamasuttaṃ,"idha, bhikkhu, assutavā puthujjano ariyānaṃ adassāvī <b>ariyadhammassa</b> akovido ariyadhamme avinīto, sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati, rūpavantaṃ vā attānaṃ, attani vā rūpaṃ, rūpasmiṃ vā attānaṃ"
12243,āyasmā,āyasmā,sn22.71,rādhasuttaṃ,"atha kho <b>āyasmā</b> rādho yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ etadavoca, kathaṃ nu kho, bhante, jānato, kathaṃ passato imasmiñ'ca saviññāṇake kāye bahiddhā ca sabbanimittesu ahaṅ'kāra-mamaṅ'kāra-mān'ānusayā na hontī'ti?"
49409,bhabba 1,bhabbo,sn22.24,abhijānasuttaṃ,"rūpañ'ca kho, bhikkhave, abhijānaṃ parijānaṃ virājayaṃ pajahaṃ <b>bhabbo</b> dukkhakkhayāya,"
48661,bodhi 1,bodhi,sn22.26,assādasuttaṃ,"pubb'eva me, bhikkhave, sambodhā anabhisambuddhassa <b>bodhi</b>sattass'eva sato etadahosi, ko nu kho rūpassa assādo, ko ādīnavo, kiṃ nissaraṇaṃ?"
48684,bodhisatta 1,,sn22.26,assādasuttaṃ,"pubb'eva me, bhikkhave, sambodhā anabhisambuddhassa <b>bodhisattass</b>'eva sato etadahosi, ko nu kho rūpassa assādo, ko ādīnavo, kiṃ nissaraṇaṃ?"
26128,cattāro,cattāro,sn22.82,puṇṇamasuttaṃ,"cattāro kho, bhikkhu, mahābhūtā hetu, <b>cattāro</b> mahābhūtā paccayo rūpakkhandhassa paññāpanāya."
