id,pali,selected_pali_word,sutta_number,sutta_name,class_example
3037,addhuva,addhuvā,sn22.78,sīhasuttaṃ,"asassatāva kira, bho, mayaṃ samānā sassatamhāti amaññimha. mayam'pi kira, bho, aniccā <b>addhuvā</b> asassatā sakkāyapariyāpannā'ti."
4140,aniccasaññā,aniccasaññā,sn22.102,aniccasaññāsuttaṃ,"aniccasaññā, bhikkhave, bhāvitā bahulīkatā sabbaṃ kāmarāgaṃ pariyādiyati, sabbaṃ rūparāgaṃ pariyādiyati, sabbaṃ bhavarāgaṃ pariyādiyati, sabbaṃ avijjaṃ pariyādiyati, sabbaṃ asmimānaṃ samūhanati."
6258,apara 1,n'āparaṃ,sn22.59,anattalakkhaṇasuttaṃ,"khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, n'<b>āparaṃ</b> itthattāyā'ti pajānātī'ti."
8335,abhivādetvā,abhivādetvā,sn22.63,upādiyamānasuttaṃ,"atha kho aññataro bhikkhu yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ <b>abhivādetvā</b> ekam'antaṃ nisīdi."
8993,ariyadhamma 2,ariyadhammassa,sn22.82,puṇṇamasuttaṃ,"idha, bhikkhu, assutavā puthujjano ariyānaṃ adassāvī <b>ariyadhammassa</b> akovido ariyadhamme avinīto, sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati, rūpavantaṃ vā attānaṃ, attani vā rūpaṃ, rūpasmiṃ vā attānaṃ"
12243,āyasmā,āyasmā,sn22.71,rādhasuttaṃ,"atha kho <b>āyasmā</b> rādho yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ etadavoca, kathaṃ nu kho, bhante, jānato, kathaṃ passato imasmiñ'ca saviññāṇake kāye bahiddhā ca sabbanimittesu ahaṅ'kāra-mamaṅ'kāra-mān'ānusayā na hontī'ti?"
13539,itthatta 1,itthattāyā,sn22.12,aniccasuttaṃ,"khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, n'āparaṃ <b>itthattāyā</b>'ti pajānātī'ti"
14533,uṭṭhāya,uṭṭhāy',sn22.63,upādiyamānasuttaṃ,atha kho so bhikkhu bhagavato bhāsitaṃ abhinanditvā anumoditvā uṭṭhāy'āsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmi.
16618,uppala 1,uppalaṃ,sn22.94,pupphasuttaṃ,"seyyathā'pi, bhikkhave, <b>uppalaṃ</b> vā padumaṃ vā puṇḍarīkaṃ vā udake jātaṃ udake saṃvaḍḍhaṃ udakā accuggamma ṭhāti anupalittaṃ udakena, evam'eva kho, bhikkhave, tathāgato loke jāto loke saṃvaḍḍho lokaṃ abhibhuyya viharati anupalitto lokenā'ti."
20450,karaṇa 1,karaṇīyaṃ,sn22.12,aniccasuttaṃ,"khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ <b>karaṇīyaṃ</b>, n'āparaṃ itthattāyā'ti pajānātī'ti"
20521,karīsa 1,muttakarīsaṃ,sn22.78,sīhasuttaṃ,"te'pi tāni bandhanāni sañchinditvā sampadāletvā bhītā <b>muttakarīsaṃ</b> cajamānā, yena vā tena vā palāyanti."
21658,kiñci 2,kiñ'ca,sn22.33,natumhākaṃsuttaṃ,"kiñ'ca, bhikkhave, na tumhākaṃ? rūpaṃ, bhikkhave, na tumhākaṃ, taṃ pajahatha."
24914,gimhā,gimhānaṃ,sn22.95,pheṇapiṇḍūpamasuttaṃ,"seyyathā'pi, bhikkhave, <b>gimhānaṃ</b> pacchime māse ṭhite majjh'anhike kāle marīcikā phandati."
