id,pali,selected_pali_word,sutta_number,sutta_name,class_example
1507,aññatara 1,,,,
1536,aññatra 2,,,,
2741,atthika 2.1,,,,
3037,addhuva,addhuvā,sn22.78,sīhasuttaṃ,"aniccāva kira, bho, mayaṃ samānā niccamhāti amaññimha. <b>addhuvā</b>va kira, bho, mayaṃ samānā dhuvamhāti amaññimha. asassatāva kira, bho, mayaṃ samānā sassatamhāti amaññimha. mayam'pi kira, bho, aniccā <b>addhuvā</b> asassatā sakkāyapariyāpannā'ti."
4140,aniccasaññā,aniccasaññā,sn22.102,aniccasaññāsuttaṃ,"aniccasaññā, bhikkhave, bhāvitā bahulīkatā sabbaṃ kāmarāgaṃ pariyādiyati, sabbaṃ rūparāgaṃ pariyādiyati, sabbaṃ bhavarāgaṃ pariyādiyati, sabbaṃ avijjaṃ pariyādiyati, sabbaṃ asmimānaṃ samūhanati."
5217,anusaya,,,,
5532,anekavihita,,,,
6258,apara 1,n'āparaṃ,sn22.59,anattalakkhaṇasuttaṃ,"khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, n'<b>āparaṃ</b> itthattāyā'ti pajānātī'ti."
6692,apucchi,,,,
6957,appamatta 1.1,,,,
8335,abhivādetvā,abhivādetvā,sn22.63,upādiyamānasuttaṃ,"atha kho aññataro bhikkhu yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ <b>abhivādetvā</b> ekam'antaṃ nisīdi."
8993,ariyadhamma 2,ariyadhammassa,sn22.82,puṇṇamasuttaṃ,"idha, bhikkhu, assutavā puthujjano ariyānaṃ adassāvī <b>ariyadhammassa</b> akovido ariyadhamme avinīto, sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati, rūpavantaṃ vā attānaṃ, attani vā rūpaṃ, rūpasmiṃ vā attānaṃ"
10988,ākaṅkhati,,,,
